Mots,Effectif,Longueur,Partie
apparaissaient,1,14,1
arbres,3,6,1
toussé,1,7,1
voulut,1,6,1
travaillent,1,11,1
forcément,1,10,1
fenêtres,4,9,1
d'ivrognes,1,10,1
bêtes,8,6,1
violette,1,8,1
Garde-les,1,9,1
retenait,1,8,1
bornes,1,6,1
fin,6,3,1
moutonnière,1,12,1
fil,1,3,1
mettre,3,6,1
conseilla,2,9,1
vivre,2,5,1
chargeaient,1,11,1
rencontrée,1,11,1
était,73,6,1
confuse,1,7,1
mendiants,1,9,1
ne.pas,1,6,1
bouts,1,5,1
couperait,1,9,1
rondeurs,1,8,1
Merci,1,5,1
banc,1,4,1
onzième,1,8,1
épaule,2,7,1
accroupies,1,10,1
taillée,2,8,1
tourmentaient,1,13,1
modérait,1,9,1
glissant,1,8,1
remontait,3,9,1
déraillait,1,11,1
bousculèrent,1,13,1
somme,1,5,1
liberté,2,8,1
bons,4,4,1
trente-cinq,2,11,1
l'aérage,2,9,1
armées,1,7,1
plier,1,5,1
répète,1,8,1
plombs,1,6,1
Dès,3,4,1
charriant,1,9,1
qu'elle,26,7,1
fonte,7,5,1
Eux,2,3,1
lunes,1,5,1
l'étranglait,1,13,1
Avez-vous,1,9,1
fouissant,1,9,1
doux,3,4,1
ondée,1,6,1
surnom,1,6,1
bonnes,1,6,1
entraient,2,9,1
haussait,2,8,1
aide,1,4,1
autre,21,5,1
jours,8,5,1
chargé,2,7,1
Gagebois,1,8,1
aurais,1,6,1
aurait,8,6,1
retourna,1,8,1
Même,2,5,1
borne,1,5,1
furieux,3,7,1
amours,1,6,1
lait,1,4,1
Là-bas,1,7,1
forts,3,5,1
défilé,1,8,1
gravement,1,9,1
livra,1,5,1
toute,13,5,1
forte,1,5,1
soufferte,1,9,1
paix,1,4,1
Fauvelle,2,8,1
siècle,1,7,1
au-dessous,2,10,1
retourner,2,9,1
cris,3,4,1
d'heure,2,7,1
comprenait,2,10,1
perception,1,10,1
Soudain,1,7,1
creux,2,5,1
étrangler,1,10,1
sanglants,1,9,1
rompus,1,6,1
alluma,2,6,1
moitié,7,7,1
d'est,1,5,1
passèrent,1,10,1
rendit,1,6,1
pouvaient,1,9,1
paupières,2,10,1
osseux,1,6,1
goudronné,2,10,1
circulait,1,9,1
enlever,1,7,1
entourée,1,9,1
chargement,1,10,1
âge,1,4,1
creusait,2,8,1
sanglante,1,9,1
muraillée,1,10,1
tordus,1,6,1
passerai,1,8,1
jeune,36,5,1
mordit,2,6,1
revoyait,2,8,1
galeries,5,8,1
rapides,2,7,1
étage,2,6,1
croupe,2,6,1
crédit,4,7,1
fixement,1,8,1
s'habituaient,2,13,1
villes,1,6,1
Jamais,3,6,1
confus,2,6,1
Vêtus,1,6,1
s'engouffraient,1,15,1
Méchant,1,8,1
Nicolas,1,7,1
disant,3,6,1
longue,8,6,1
écrire,1,7,1
béantes,1,8,1
champs,5,6,1
peut-être,8,10,1
massif,1,6,1
flambent,2,8,1
naines,1,6,1
paresse,1,7,1
hâta,2,5,1
entendez-vous,2,13,1
Toussaint,1,9,1
l'eût,1,6,1
gentille,3,8,1
Quoi,2,4,1
rencontra,2,9,1
Etienne,73,7,1
répétait,4,10,1
moutons,1,7,1
déjeuner,3,9,1
service,4,7,1
respirant,1,9,1
ténèbres,18,10,1
Réquillar,1,10,1
à,397,2,1
bourse,1,6,1
est-ce,8,6,1
entrevoir,1,9,1
n'étaient,1,10,1
toi,5,3,1
ton,8,3,1
lorsqu'elle,2,11,1
militaire,1,9,1
auquel,2,6,1
autrement,1,9,1
enluminures,1,11,1
Qu'on,1,5,1
distinguait,6,11,1
charbonnaient,1,13,1
servi,1,5,1
toit,10,4,1
haines,1,6,1
cédant,2,7,1
soupirs,1,7,1
gênant,1,7,1
l'ameublement,1,13,1
occupé,2,7,1
branlante,1,9,1
mortes,1,6,1
faites,2,6,1
l'avaient,1,9,1
l'indifférence,1,15,1
couvertures,1,11,1
argileuse,1,9,1
pluie,4,5,1
boyau,2,5,1
beuglement,2,10,1
chef,4,4,1
battantes,1,9,1
besogne,9,7,1
fussent,1,7,1
n'importe,3,9,1
s'impatienter,1,13,1
second,2,6,1
réduction,1,10,1
referma,1,7,1
grand-père,3,11,1
noyait,1,6,1
verts,1,5,1
germait,1,7,1
Zacharie,34,8,1
trouvait-il,1,11,1
poids,7,5,1
glissaient,2,10,1
métallique,1,11,1
lâchaient,1,10,1
longs,1,5,1
portraits,1,9,1
Alors,16,5,1
telle,4,5,1
contenta,1,8,1
mine,13,4,1
ficelles,1,8,1
ornements,1,9,1
renversait,1,10,1
l'estomac,1,9,1
ras,2,3,1
semées,1,7,1
répandait,1,10,1
charbonnier,1,11,1
trouvaient,1,10,1
retombait,2,9,1
troisième,4,10,1
saignaient,2,10,1
bouleversée,1,12,1
s'asseoir,1,9,1
s'éteignaient,1,14,1
agiles,1,6,1
chevaux,5,7,1
alors,2,5,1
gauchement,1,10,1
mettrait,1,8,1
température,2,12,1
ricanant,2,8,1
herbes,1,6,1
ennuis,1,6,1
D'un,1,4,1
Allongés,1,9,1
derrières,1,10,1
aveuglé,2,8,1
tuiles,1,6,1
nues,2,4,1
descendit,1,9,1
lorsqu'on,2,9,1
Quelques-uns,1,12,1
chétive,2,8,1
l'indécision,1,13,1
gueulent,1,8,1
tonnerres,1,9,1
l'en,1,4,1
ensanglantant,1,13,1
doit,1,4,1
Voulez-vous,3,11,1
allaient,6,8,1
l'heure,4,7,1
effrayée,2,9,1
traitant,1,8,1
plaindre,4,8,1
briques,7,7,1
pressait,1,8,1
Encore,6,6,1
tourmenté,1,10,1
treize,1,6,1
terrier,1,7,1
pesanteur,2,9,1
disent,1,6,1
ébouleuse,1,10,1
matins,1,6,1
l'espèce,2,9,1
fichent,1,7,1
blafarde,1,8,1
flot,2,4,1
saignement,1,10,1
mailles,1,7,1
casquette,1,9,1
points,3,6,1
pointu,1,6,1
arrêté,1,8,1
l'entrée,1,9,1
dos,14,3,1
entrait,4,7,1
mineur,12,6,1
soupe,4,5,1
croyait,2,7,1
d'entrer,1,8,1
soixantaine,2,11,1
peine,10,5,1
égaux,1,6,1
coeur,3,5,1
remplacer,3,9,1
scène,1,6,1
Seul,1,4,1
prie,1,4,1
Est-ce,4,6,1
soufflait,6,9,1
prix,3,4,1
filtre,1,6,1
descendus,1,9,1
risquer,1,7,1
épuisée,1,9,1
suffocante,1,10,1
pris,11,4,1
prit,5,4,1
piétinement,1,12,1
arrière,3,8,1
décrochement,1,13,1
obliquement,1,11,1
toucher,1,7,1
vieilles,2,8,1
l'unique,1,8,1
ruissellement,1,13,1
m'amène,1,8,1
bourrasques,3,11,1
partageait,1,10,1
s'éloigner,3,11,1
nez,9,3,1
semblant,1,8,1
pâle,5,5,1
Attendez,1,8,1
velours,1,7,1
s'avança,1,9,1
plate,3,5,1
demanda-t-elle,1,14,1
grelottant,2,10,1
quarante-cinq,1,13,1
failli,1,6,1
Devait-il,1,9,1
desservait,2,10,1
de,975,2,1
méfiance,1,9,1
Etait-elle,1,10,1
moulin,2,6,1
ferrée,2,7,1
souriait,2,8,1
filaient,2,8,1
du,173,2,1
ignorés,1,8,1
crûment,1,8,1
gencives,2,8,1
bas,33,3,1
polie,1,5,1
furent,4,6,1
Petit,1,5,1
reliant,1,7,1
reposer,2,7,1
dominait,1,8,1
menaçant,2,9,1
divisé,1,7,1
blanches,1,8,1
bai,1,3,1
fait,16,4,1
empoigner,2,9,1
pignons,1,7,1
l'ébranla,1,10,1
traversa,1,8,1
fais,1,4,1
besognaient,1,11,1
Peu,2,3,1
maigres,1,7,1
nus,8,3,1
Levant,1,6,1
passe-moi,1,9,1
restaient,5,9,1
Entrez,1,6,1
ordres,1,6,1
quarante,2,8,1
faim,6,4,1
terrine,2,7,1
nue,1,3,1
clef,1,4,1
dit-il,8,6,1
l'ahurissait,1,12,1
grêle,1,6,1
sorti,3,5,1
épaisse,4,8,1
cabaret,4,7,1
chantiers,4,9,1
mur,7,3,1
déshabitué,1,12,1
Maheude,4,7,1
sorte,12,5,1
épaissi,1,8,1
mangeaient,1,10,1
gouttes,2,7,1
bien,31,4,1
sait,1,4,1
sais,10,4,1
échangée,1,10,1
trente-neuf,1,11,1
pudeur,1,6,1
abattue,1,7,1
graissée,1,9,1
vaut,1,4,1
n'arrivait,1,10,1
Devant,5,6,1
nature,1,6,1
plongé,1,7,1
jusqu'aux,3,9,1
n'en,8,4,1
souvenir,2,8,1
bête,14,5,1
sonnaient,1,9,1
vilaines,1,8,1
J'irai,1,6,1
culbutés,1,9,1
Pendez,1,6,1
bras,27,4,1
trouvèrent,2,11,1
uns,4,3,1
davantage,9,9,1
d'écus,1,7,1
Saint-Thomas,1,12,1
d'hier,1,6,1
première,6,9,1
pesante,1,7,1
montrait,3,8,1
ils,53,3,1
étouffés,1,10,1
dents,3,5,1
desserrait,1,10,1
wagons,1,6,1
jointures,1,9,1
fermé,1,6,1
confidences,1,11,1
propriétaire,1,13,1
sceptique,1,9,1
jeton,1,5,1
armée,1,6,1
poings,2,6,1
demain,2,6,1
Demain,1,6,1
reçu,1,5,1
gêne,1,5,1
chamaillé,1,10,1
cherchait,3,9,1
quittèrent,2,11,1
vais,5,4,1
constamment,1,11,1
glaciale,1,8,1
chatouillait,1,12,1
rivelaine,3,9,1
souliers,2,8,1
n'entendit,3,10,1
rend,2,4,1
fluxions,1,8,1
déroulés,1,10,1
immobile,5,8,1
n'aie,1,5,1
bossus,1,6,1
cuvette,1,7,1
parler,3,6,1
l'eau-de-vie,1,12,1
milieu,25,6,1
extraction,2,10,1
examinaient,1,11,1
chlorose,1,8,1
envie,1,5,1
manquer,1,7,1
maman,2,5,1
gonflés,1,8,1
rafales,5,7,1
suivre,2,6,1
premier,9,7,1
sabots,5,6,1
café,4,5,1
mécontent,1,10,1
viendrait,1,9,1
regretter,1,9,1
allez,2,5,1
forcerez,1,8,1
s'inquiétaient,1,15,1
blaguaient,1,10,1
cheveux,6,7,1
Voici,1,5,1
hantait,1,7,1
d'Henri,1,7,1
épouvantables,1,14,1
mangeant,1,8,1
rêvassant,1,10,1
fuite,3,5,1
aplatissaient,1,13,1
bleue,3,5,1
remblayeur,1,10,1
traînées,1,10,1
Malgré,2,7,1
métal,1,6,1
Ce,12,2,1
air,19,3,1
méchanceté,1,12,1
continuer,2,9,1
maîtresse,2,10,1
voici,1,5,1
tant,8,4,1
dédain,1,7,1
Parce,1,5,1
levier,2,6,1
d'invalide,1,10,1
apprit,1,6,1
d'église,1,9,1
croirait,2,8,1
marchandages,1,12,1
mettaient,2,9,1
ans,36,3,1
payer,2,5,1
flottantes,1,10,1
frôler,1,7,1
coiffé,1,7,1
datait,1,6,1
lendemain,1,9,1
Celui-ci,5,8,1
contenté,1,9,1
gagné,2,6,1
déformée,1,10,1
m'empêchera,1,12,1
dedans,2,6,1
irréguliers,1,12,1
pièce,4,6,1
dit-elle,2,8,1
renflement,1,10,1
trouve,1,6,1
ceinture,2,8,1
quand,21,5,1
verra,1,5,1
belle,3,5,1
moque,1,5,1
kilomètres,5,11,1
réchauffés,1,12,1
l'embrasser,1,11,1
violentes,1,9,1
descend,1,7,1
frein,1,5,1
spécial,1,8,1
criaient,2,8,1
complet,2,7,1
genoux,6,6,1
voyages,1,7,1
entière,1,8,1
livre,1,5,1
éclataient,2,11,1
pourrai,1,7,1
marcher,2,7,1
mouvantes,1,9,1
nommaient,1,9,1
machineur,6,9,1
rail,1,4,1
elle,88,4,1
refroidir,2,9,1
attendait,3,9,1
vingt-six,1,9,1
vieux,21,5,1
l'année,1,8,1
Y,2,1,1
congédié,1,10,1
frisés,1,7,1
s'entêter,1,10,1
redescendre,3,11,1
poussé,1,7,1
Va,2,2,1
roux,3,4,1
l'embarrasser,1,13,1
humble,1,6,1
l'aveuglait,1,11,1
faiblesse,1,9,1
d'oiseau,2,8,1
cabaretier,3,10,1
crispait,1,8,1
bonne,9,5,1
noeud,1,5,1
discutaient,1,11,1
stupéfaite,1,11,1
prévoir,1,8,1
s'échappa,1,10,1
tasser,1,6,1
rondeur,1,7,1
passait-il,1,10,1
Bonnemort,10,9,1
ébranlé,1,9,1
De,4,2,1
contenir,1,8,1
coupée,1,7,1
couleur,2,7,1
glacés,1,7,1
garnie,1,6,1
semblaient,2,10,1
tremblante,1,10,1
Bien,3,4,1
coupés,3,7,1
lasse,2,5,1
cadenas,1,7,1
promets,1,7,1
rentrer,1,7,1
vivement,2,8,1
massacre,1,8,1
s'irritant,1,10,1
poser,1,5,1
prétexte,2,9,1
déroulaient,2,12,1
mangé,1,6,1
tronc,1,5,1
d'oeil,4,6,1
profondeurs,1,11,1
carrément,1,10,1
éboulements,1,12,1
début,1,6,1
passive,1,7,1
compléter,1,10,1
bielle,1,6,1
regardez,1,8,1
mordu,1,5,1
s'élargissaient,1,16,1
chignons,1,8,1
géant,1,6,1
enfin,11,5,1
échappait,2,10,1
bande,6,5,1
regarder,1,8,1
d'Or,1,4,1
filons-nous,1,11,1
sonneries,1,9,1
camarade,4,8,1
l'aise,2,6,1
coron,11,5,1
basses,3,6,1
rouille,1,7,1
d'épuisement,1,13,1
renvoyé,1,8,1
avalé,3,6,1
maturité,1,9,1
prendrait,1,9,1
Maheu,69,5,1
t'a,2,3,1
déclara,3,8,1
assis,5,5,1
maçonnerie,1,11,1
débandés,2,10,1
mille,4,5,1
ruisseaux,1,9,1
résister,1,9,1
rouler,3,6,1
retrouvait,4,10,1
élan,1,5,1
mesure,6,6,1
c'était,16,8,1
expliqua,3,8,1
enragées,1,9,1
élargirent,1,11,1
désigna,1,8,1
serons,1,6,1
l'embrasserait,1,14,1
Amenez-le,1,9,1
louches,1,7,1
dilaté,1,7,1
fichus,1,6,1
grêles,2,7,1
étroit,2,7,1
maintenait,1,10,1
vit,8,3,1
l'affaire,2,9,1
reparu,1,6,1
flatter,1,7,1
prononçait,1,11,1
péniblement,1,12,1
salie,1,5,1
dandinement,1,11,1
repaître,1,9,1
râteau,1,7,1
s'attendait,1,11,1
bord,2,4,1
chantier,4,8,1
scélérate,1,11,1
craquement,1,10,1
prissent,1,8,1
fou,1,3,1
ici,7,3,1
l'énorme,1,9,1
cassera,1,7,1
dételé,1,8,1
éteignant,1,10,1
chambres,2,8,1
hâter,1,6,1
Davy,1,4,1
sachant,1,7,1
tordre,1,6,1
parla,1,5,1
fouet,2,5,1
Tandis,1,6,1
barbiche,1,8,1
remâchant,1,10,1
subordination,1,13,1
descendre,6,9,1
idées,3,6,1
vacarme,2,7,1
n'aurait,1,8,1
descendra,1,9,1
musique,1,7,1
éclairer,2,9,1
Collées,1,8,1
jalouse,1,7,1
l'étreindre,1,12,1
campagne,1,8,1
palissade,2,9,1
effronté,1,9,1
appuyés,1,8,1
inquiet,2,7,1
s'étirait,1,10,1
descendirent,1,12,1
tassée,1,7,1
l'examinait,2,11,1
décida,4,7,1
Dehors,1,6,1
tricot,1,6,1
chemins,1,7,1
apercevait,2,10,1
élargie,1,8,1
d'entrevoir,1,11,1
grelotter,1,9,1
âcreté,1,8,1
disais,1,6,1
Outre,1,5,1
plus,78,4,1
tâche,2,6,1
horizon,2,7,1
lapin,1,5,1
rattraper,1,9,1
nerveux,1,7,1
efforts,2,7,1
rêve,1,5,1
sept,4,4,1
planche,1,7,1
disait-elle,1,11,1
l'eau,7,5,1
fera,2,4,1
porion,18,6,1
tel,2,3,1
digestion,1,9,1
d'ailleurs,2,10,1
Montsou,12,7,1
estomac,1,7,1
résolution,1,11,1
pays,6,4,1
interrompit,1,11,1
bonsoir,1,7,1
fantôme,1,8,1
son,115,3,1
intolérable,1,12,1
loin,10,4,1
Voilà,1,6,1
sou,4,3,1
ronfler,1,7,1
arrêtée,1,9,1
lieu,2,4,1
accusèrent,1,11,1
ancienne,1,8,1
seraient,1,8,1
jeunes,1,6,1
s'emplissait,2,12,1
reconduire,1,10,1
n'apprenait,1,11,1
poudrée,1,8,1
s'aggravait,1,11,1
conté,1,6,1
penché,1,7,1
avait,101,5,1
c'est,18,5,1
trouèrent,1,10,1
s'assura,1,8,1
avais,1,5,1
trouée,1,7,1
cloutier,1,8,1
Maintenant,12,10,1
commanda,1,8,1
caché,3,6,1
trentaine,1,9,1
Bonjour,2,7,1
L'eau,1,5,1
préviens,1,9,1
prêt,1,5,1
détails,2,8,1
hurler,1,6,1
brisait,2,7,1
pleuraient,1,10,1
entamant,1,8,1
vécu,1,5,1
bagne,1,5,1
grimper,1,7,1
douze,4,5,1
sérieusement,1,13,1
Parfois,1,7,1
l'enfer,1,7,1
gagnerez,1,8,1
baiserait,1,9,1
crâne,5,6,1
manoeuvrer,1,10,1
manoeuvres,3,10,1
geler,1,5,1
étranglait,1,11,1
l'embrun,1,8,1
fort,4,4,1
justement,3,9,1
intérieur,1,10,1
malheurs,1,8,1
vive,2,4,1
braver,1,6,1
goulu,1,5,1
invincible,1,10,1
Quant,1,5,1
cauchemar,1,9,1
n'avez,1,6,1
l'étendue,1,10,1
joues,1,5,1
affamés,1,8,1
emporter,1,8,1
accès,3,6,1
orgueil,1,7,1
cassaient,1,9,1
débarrasser,2,12,1
ferma,1,5,1
deuxième,1,9,1
âgé,1,5,1
contremaître,1,13,1
alourdi,3,7,1
trotter,1,7,1
repartit,1,8,1
petit,14,5,1
Six,1,3,1
dernières,1,10,1
Cent,1,4,1
meurtrir,1,8,1
désagréable,1,13,1
économiquement,1,15,1
paille,2,6,1
lundi,3,5,1
meurtrit,1,8,1
dépense,1,8,1
fabriquées,1,11,1
bleuis,1,6,1
Souvent,1,7,1
fut-elle,1,8,1
ni,11,2,1
surpris,3,7,1
n'ignorait,1,10,1
révolte,2,8,1
ne,142,2,1
s'aplatir,1,9,1
couvrait,2,8,1
profondeur,3,10,1
ouvert,3,6,1
partait,5,7,1
nu,2,2,1
l'un,6,4,1
réchauffer,2,11,1
feuillets,1,9,1
piqué,1,6,1
tète,1,5,1
foyers,5,6,1
Ohé,1,4,1
curiosité,1,10,1
dieu,2,4,1
cassé,2,6,1
longueur,1,8,1
prolongé,1,9,1
jusqu'en,1,8,1
éclairaient,6,12,1
n'ayant,4,7,1
l'accrochant,1,12,1
restèrent,1,10,1
réparée,1,9,1
allumées,2,9,1
source,1,6,1
doute,6,5,1
peaux,1,5,1
celui-ci,2,8,1
moustaches,4,10,1
l'âme,1,6,1
Dix-neuf,1,8,1
décrasser,1,10,1
charretier,10,10,1
côté-ci,1,9,1
arêtes,1,7,1
entièrement,1,12,1
petites,4,7,1
rôtissant,1,10,1
ouiche,2,6,1
tapaient,6,8,1
jusqu'à,12,8,1
faisait,20,7,1
aube,1,4,1
d'infirme,1,9,1
errant,1,6,1
t'arrive,1,8,1
corps,8,5,1
Souffle,1,7,1
dansement,1,9,1
dessus,1,6,1
écroulement,1,12,1
roc,5,3,1
montrât,1,8,1
Rasseneur,8,9,1
redoubla,1,8,1
herscheuse,3,10,1
recommencer,2,11,1
coude,10,5,1
baissa,2,6,1
d'autant,1,8,1
accrochez-vous,1,14,1
chauffait,3,9,1
chair,8,5,1
sortis,1,6,1
Cinq,1,4,1
indicateur,1,10,1
nuit-là,1,8,1
S'il,1,4,1
donner,4,6,1
hargneusement,1,13,1
s'écrasaient,1,13,1
passage,2,7,1
Paris,1,5,1
charge,1,6,1
Les,30,3,1
reconnaissait,1,13,1
dû,7,3,1
fournaise,1,9,1
descente,7,8,1
dressait,1,8,1
muette,2,6,1
l'abri,1,6,1
vitesse,3,7,1
couler,2,6,1
honte,4,5,1
jurant,1,6,1
entouré,1,8,1
nouvelle,5,8,1
s'accroupirent,1,14,1
sourd,4,5,1
battre,2,6,1
silencieuse,3,11,1
lorsqu'il,7,9,1
complétait,1,11,1
l'habitude,1,10,1
s'adressait,1,11,1
poignets,1,8,1
dépouillés,1,12,1
marchait,5,8,1
superposaient,1,13,1
Plus,1,4,1
attelé,2,7,1
renseignements,1,14,1
sonore,1,6,1
exact,1,5,1
encombré,1,9,1
d'aplomb,2,8,1
haussa,4,6,1
morceaux,7,8,1
refermaient,2,11,1
coucher,3,7,1
couches,1,7,1
s'empilaient,1,12,1
lourde,2,6,1
angoisse,2,8,1
distraire,1,9,1
avançait,2,9,1
d'écorcher,1,11,1
madriers,2,8,1
dix,15,3,1
partager,2,8,1
dit,35,3,1
lever,2,5,1
attendre,2,8,1
fibre,2,5,1
dis,5,3,1
cher,1,4,1
brave,1,5,1
L'Avantage,1,10,1
regret,3,6,1
éclater,1,8,1
renvoya,1,7,1
s'agissait,1,10,1
âgée,1,6,1
trépidation,1,12,1
besognes,1,8,1
droit,7,5,1
tuerait,1,7,1
d'une,77,5,1
quelques,7,8,1
éclaira,1,8,1
prévenir,1,9,1
intelligents,1,12,1
pendante,1,8,1
s'empoignaient,1,14,1
ralentissait,1,12,1
étaient,18,8,1
filles,6,6,1
roches,4,6,1
s'étendent,1,11,1
papa,1,4,1
seule,8,5,1
raclement,2,9,1
crache,2,6,1
s'écorcher,1,11,1
cracha,5,6,1
fermait,1,7,1
casse,3,5,1
sonné,2,6,1
dirigeait,1,9,1
seuls,3,5,1
mèches,1,7,1
Qu'as-tu,1,8,1
s'y,5,3,1
Qu'est-ce,6,9,1
