Mots,Effectif,Longueur,Partie
serait,26,6,4
semaine,8,7,4
m'en,4,4,4
commençaient,4,13,4
pressa,1,6,4
actif,2,5,4
dispute,1,7,4
doublait,1,8,4
soulagé,1,8,4
retraite,3,8,4
grouillante,1,11,4
Votez-vous,1,10,4
monde,31,5,4
Cougny,1,6,4
silencieuses,1,12,4
éviter,2,7,4
arrondi,1,7,4
fréquentant,1,12,4
aiguë,1,6,4
pourriture,2,10,4
tressaillement,1,14,4
brusques,1,8,4
vision,1,6,4
nouveaux,2,8,4
intégral,1,9,4
amollissait,1,11,4
fraises,1,7,4
outrait,1,7,4
déclarant,1,10,4
restituer,1,9,4
devaient,4,8,4
bureau,8,6,4
sable,1,5,4
garde,2,5,4
consultée,2,10,4
emporté,1,8,4
jeta,2,4,4
parfaitement,2,12,4
distrait,1,8,4
remarquer,2,9,4
sûre,1,5,4
affectant,3,9,4
Déjà,6,6,4
assoupie,1,8,4
autour,1,6,4
passionnants,1,12,4
introduisit,1,11,4
échelles,5,9,4
baissés,1,8,4
besoin,15,6,4
l'entraînait,1,13,4
tâchait,3,8,4
seulement,13,9,4
exaspéré,1,10,4
soulageant,1,10,4
Jusqu'aux,1,9,4
fauché,1,7,4
ardents,1,7,4
ardente,1,7,4
vérités-là,1,13,4
boutonna,1,8,4
venir,8,5,4
M.Hennebeau,2,11,4
ceux,3,4,4
l'Empire,1,8,4
l'attendais,1,11,4
installation,1,12,4
d'or,1,4,4
d'os,1,4,4
vantait,3,7,4
situation,4,9,4
haies,2,5,4
mélancolie,1,11,4
interrogèrent,1,14,4
finit-il,2,8,4
Jeanlin,24,7,4
Faudra,1,6,4
usée,1,5,4
églises,1,8,4
convint,1,7,4
réglementait,1,13,4
volonté,4,8,4
malentendu,1,10,4
grâces,1,7,4
couchaient,1,10,4
bocal,1,5,4
nécessité,1,11,4
aura,3,4,4
tiendraient,1,11,4
n'as,2,4,4
partagé,1,8,4
I,1,1,4
Leur,1,4,4
Dis-moi,1,7,4
n'ai,5,4,4
refusait,7,8,4
plainte,1,7,4
réalisation,1,12,4
tués,1,5,4
lesquelles,2,10,4
chipé,1,6,4
redescendrez,1,12,4
outrée,1,7,4
successeur,1,10,4
savants,1,7,4
blêmi,1,6,4
Pré-des-Vaches,2,15,4
s'entendaient,1,13,4
instrument,1,10,4
finirent,1,8,4
pensif,1,6,4
détachait,1,10,4
cabaretier,5,10,4
pente,4,5,4
s'émiettait,1,12,4
vague,8,5,4
n'entres,1,8,4
consolider,1,10,4
tomber,4,6,4
souvenirs,1,9,4
grèves,1,7,4
arrivée,2,8,4
constitua,1,9,4
laisser,9,7,4
réglera,1,8,4
minières,1,9,4
arrivés,1,8,4
essayaient,1,10,4
intervenir,1,10,4
gueux,2,5,4
ouvrier,6,7,4
Crèvecoeur,3,11,4
l'âme,1,6,4
troupeau,3,8,4
s'obstinant,1,11,4
écrivait,1,9,4
renfermait,1,10,4
favorite,1,8,4
berges,1,6,4
Ni,1,2,4
reconnu,2,7,4
image,1,5,4
Ne,3,2,4
rosse,1,5,4
N'êtes-vous,1,12,4
n'avaient,6,9,4
parties,4,7,4
mariage,8,7,4
interpella,1,10,4
engraissée,1,11,4
inquiétude,4,11,4
paraissait,1,10,4
légalité,1,10,4
tremblèrent,1,12,4
fossé,2,6,4
absorbaient,1,11,4
fonctionnaire,1,13,4
c'étaient,3,10,4
d'effarement,1,12,4
conclut,3,7,4
rage,4,4,4
réduite,2,8,4
ruse,1,4,4
réduits,1,8,4
ai,7,2,4
certain,2,7,4
laissèrent,1,11,4
as,9,2,4
au,163,2,4
décidée,1,9,4
d'entendre,1,10,4
gardait,7,7,4
spéculations,1,13,4
décidés,2,9,4
J'ai,6,4,4
réparation,1,11,4
terri,5,5,4
terre,26,5,4
déhanchement,1,13,4
s'adresser,1,10,4
offrait,1,7,4
rigolade,1,8,4
coulée,1,7,4
s'avouait,1,9,4
préféré,1,10,4
neige,1,5,4
passé,1,6,4
fût,4,4,4
causez,1,6,4
causer,5,6,4
content,1,7,4
tu,44,2,4
nord,1,4,4
te,16,2,4
ta,4,2,4
familière,1,10,4
projet,1,6,4
fermèrent,1,10,4
retourner,5,9,4
plaça,2,6,4
abaisser,1,8,4
criait,4,6,4
sans,72,4,4
cloison,1,7,4
large,5,5,4
sang,12,4,4
éreintée,1,10,4
Vite,1,4,4
baissèrent,1,11,4
journées,2,9,4
réveil,1,7,4
s'étendaient,1,13,4
section,1,7,4
devenu,2,6,4
gagner,3,6,4
cédait,1,7,4
d'espérer,1,10,4
consolation,1,11,4
plaisir,5,7,4
monopole,1,8,4
brutal,1,6,4
connaît,1,8,4
accroupi,2,8,4
pardonnait-il,1,13,4
action,3,6,4
corps,6,5,4
implacable,1,10,4
vie,8,3,4
arrivage,1,8,4
discutait,2,9,4
vin,3,3,4
D'habitude,2,10,4
chevauchait,1,11,4
m'ennuierait,1,12,4
enrouée,1,8,4
chaud,5,5,4
poignard,1,8,4
Réquillart,9,11,4
tranquillité,1,13,4
mort,13,4,4
cabaretières,1,13,4
Belgique,3,8,4
détails,1,8,4
déguisée,2,10,4
reprit-il,2,9,4
rentrés,1,8,4
nuages,1,6,4
tester,1,6,4
rentrée,1,8,4
Qu'ils,2,6,4
embête,1,7,4
voulaient,2,9,4
science,1,7,4
mordit,1,6,4
sociale,3,7,4
brouté,1,7,4
coulant,1,7,4
buis,1,4,4
allaient,10,8,4
entendait,3,9,4
l'Etat,2,6,4
engageant,1,9,4
levaient,1,8,4
difficulté,1,11,4
oeuf,1,4,4
Preuilly,1,8,4
notre,11,5,4
entends-tu,2,10,4
charrette,1,9,4
t'arrivera,1,10,4
refuse,2,6,4
l'honneur,1,9,4
refusa,1,6,4
Pologne,6,7,4
hésitaient,1,11,4
paralysent,1,10,4
acheminement,1,12,4
empêchent,1,10,4
fièvre,4,7,4
signe,1,5,4
monterait,1,9,4
balayait,1,8,4
ressenti,1,8,4
compense,1,8,4
mousse,2,6,4
attitude,1,8,4
générations,1,13,4
moussu,1,6,4
suffoqué,1,9,4
aiguisez,1,8,4
l'apôtre,1,9,4
alla,5,4,4
Parmi,1,5,4
d'assombri,1,10,4
l'invisible,1,11,4
empâtée,1,9,4
effrayait,1,9,4
Ecoutez-moi,1,11,4
yeux,28,4,4
personne,11,8,4
proposa,3,7,4
idole,2,5,4
périodes,1,9,4
s'égaya,1,8,4
ouvrait,1,7,4
Vainement,2,9,4
irait,3,5,4
jusqu'ici,1,9,4
Saut-du-Loup,1,12,4
fâchait,3,8,4
fauvettes,1,9,4
éprouva,1,8,4
courses,1,7,4
qu'un,14,5,4
longues,1,7,4
viendra,2,7,4
esclaves,2,8,4
parfum,1,6,4
réclamation,1,12,4
entrecoupées,1,13,4
croiser,1,7,4
nourrissaient,1,13,4
quelque,14,7,4
vibrante,1,8,4
claires,1,7,4
viol,1,4,4
recette,2,7,4
affirmant,1,9,4
gêneurs,1,8,4
tapage,1,6,4
comprendre,7,10,4
s'engraissent,1,13,4
Paillot,2,7,4
bavarde,1,7,4
futaie,1,6,4
sentons,1,7,4
paire,1,5,4
abandonnée,1,11,4
batailleur,1,10,4
limitait,1,8,4
exquis,2,6,4
battement,2,9,4
l'intention,1,11,4
ouvre,1,5,4
l'étude,1,8,4
grisou,1,6,4
jet,1,3,4
jeu,4,3,4
avec,114,4,4
clarté,4,7,4
avez,4,4,4
noms,2,4,4
contre,13,6,4
ferait-on,1,9,4
aveu,1,4,4
ainsi,23,5,4
bousculât,1,10,4
prend,1,5,4
chapelle,2,8,4
malentendus,1,11,4
désespoir,2,10,4
exécrée,1,9,4
regardés,1,9,4
ramener,1,7,4
passant,2,7,4
remettait,2,9,4
paraissez,1,9,4
rapines,1,7,4
indiqua,1,7,4
l'homme,4,7,4
eaux,1,4,4
frais,4,5,4
éclats,2,7,4
noyé,2,5,4
éclata,1,7,4
craquaient,2,10,4
dernier,7,7,4
conduisit,1,9,4
vanité,1,7,4
grandir,2,7,4
M,45,1,4
plat,2,4,4
Toi-même,1,9,4
bêtise,2,7,4
plan,1,4,4
levé,1,5,4
cathédrale,1,11,4
seize,2,5,4
l'écurie,2,9,4
désastres,3,10,4
lancerait,1,9,4
Lille,5,5,4
chuchotements,2,13,4
produire,1,8,4
toujours,38,8,4
gouvernements,1,13,4
expliquerait,1,12,4
brusquement,10,11,4
morue,7,5,4
appointements,4,13,4
réfugiait,1,10,4
inassouvi,1,9,4
l'accès,1,8,4
hausserait,1,10,4
l'échine,1,9,4
lettre,11,6,4
choleurs,1,8,4
changeait,1,9,4
cru,3,3,4
obscurs,1,7,4
s'occupe,1,8,4
grondât,1,8,4
secte,1,5,4
s'ensauvageaient,1,16,4
obscure,1,7,4
cri,4,3,4
manger,8,6,4
manges,1,6,4
croire,3,6,4
bâtir,1,6,4
mangea,1,6,4
sec,1,3,4
verbe,1,5,4
s'enfonçait,2,12,4
boiser,1,6,4
désespérée,1,13,4
secondes,1,8,4
pouvez,2,6,4
désespérés,1,13,4
compliment,1,10,4
pressants,1,9,4
coopératives,1,13,4
prévoyait,1,10,4
tenue,2,5,4
diminution,1,10,4
pareille,2,8,4
triomphant,1,10,4
patte,2,5,4
retenu,1,6,4
tracassait,1,10,4
convoitise,1,10,4
gueuse,1,6,4
soupir,1,6,4
blâmait,1,8,4
souffle,8,7,4
tardifs,1,7,4
portais,1,7,4
portait,2,7,4
idée,9,5,4
demeurer,1,8,4
mine,8,4,4
craquements,1,11,4
herscheuses,2,11,4
approuvait,1,10,4
malheur,3,7,4
n'osant,3,7,4
estomacs,1,8,4
secouée,2,8,4
boisage,6,7,4
vol,1,3,4
Quel,3,4,4
mouche,2,6,4
mots,8,4,4
vos,7,3,4
cuisine,3,7,4
historique,1,10,4
désordres,1,10,4
salariat,3,8,4
passaient,2,9,4
heures,25,6,4
commune,5,7,4
craintes,2,8,4
sortant,2,7,4
accepter,1,8,4
seigle,1,6,4
farouche,3,8,4
traquées,1,9,4
L'inquiétude,1,13,4
Son,7,3,4
soupçonne,1,10,4
Parisiens,1,9,4
charbon,6,7,4
gloire,1,6,4
Karl,1,4,4
bienfaits,1,9,4
hurlements,1,10,4
venues,1,6,4
obtenir,2,7,4
Smelten,2,7,4
brutalisa,1,9,4
d'ennui,1,7,4
ricanant,2,8,4
parents,2,7,4
couverts,1,8,4
événement,1,11,4
redescendaient,1,14,4
On,40,2,4
foutent,1,7,4
Oh,7,2,4
massue,1,6,4
demande,5,7,4
victime,1,7,4
demanda,11,7,4
traitant,1,8,4
garni,1,5,4
souleva,1,7,4
alarmée,1,8,4
bruit,13,5,4
suffisaient,1,11,4
vendant,1,7,4
bouleversée,1,12,4
continue,1,8,4
continua,8,8,4
officier,1,8,4
réaliser,1,9,4
augmentent,1,10,4
goutte,1,6,4
banquettes,1,10,4
ordonnait,1,9,4
Dame,1,4,4
tendait,1,7,4
tâtant,1,7,4
S'il,3,4,4
corrompt,1,8,4
possibles,1,9,4
obscures,3,8,4
confidence,1,10,4
directeur,25,9,4
bu,2,2,4
haussant,2,8,4
article,1,7,4
l'abbé,1,7,4
mendier,1,7,4
passionner,1,10,4
s'étaient,16,10,4
pâleur,2,7,4
foule,12,5,4
affreux,1,7,4
levant,2,6,4
cousue,1,6,4
Lassalle,1,8,4
n'auront,1,8,4
anarchiques,1,11,4
carrure,1,7,4
chacune,1,7,4
moindre,2,7,4
redingote,6,9,4
occupe,1,6,4
songeait,2,8,4
suis,15,4,4
s'emporta,3,9,4
enfiévrer,1,10,4
paierons,1,8,4
ventres,3,7,4
nourrir,1,7,4
malgré,8,7,4
ministres,2,9,4
pétaient,1,9,4
meilleur,2,8,4
rassura,1,7,4
corsage,1,7,4
un,304,2,4
D'abord,11,7,4
inséparables,1,13,4
jalousie,2,8,4
influence,1,9,4
gerçait,1,8,4
Lorsqu'on,1,9,4
découpaient,1,12,4
rougit,2,6,4
Marx,1,4,4
feignit,1,7,4
tard,8,4,4
individuelle,1,12,4
hiver,1,5,4
feux,1,4,4
fréquentaient,1,14,4
menace,4,6,4
décomposés,1,12,4
reconnaissant,4,13,4
gueule,1,6,4
feraient,1,8,4
m'excuserez,1,11,4
agitait,1,7,4
discuter,2,8,4
accueillait,1,11,4
lança-t-il,1,11,4
rivière,2,8,4
pouvoir,10,7,4
adhéré,1,8,4
sens,8,4,4
siffler,1,7,4
mangent,1,7,4
sent,1,4,4
tournaient,3,10,4
millier,1,7,4
serrure,2,7,4
médiocre,1,9,4
continuer,3,9,4
d'Ostende,1,9,4
dévore,1,7,4
dégâts,1,8,4
continuel,2,9,4
garder,3,6,4
retira,1,6,4
galopa,1,6,4
devant,40,6,4
poitrine,5,8,4
m'épouse,1,9,4
race,2,4,4
avait-elle,1,10,4
J'en,5,4,4
gendarmes,12,9,4
vides,7,5,4
vider,1,5,4
pioche,1,6,4
abstraits,1,9,4
s'éloigna,2,10,4
sonnèrent,2,10,4
s'arrêtât,1,11,4
sensuelle,1,9,4
raisonnablement,1,15,4
réputation,1,11,4
soupçon,2,8,4
les,642,3,4
rapportent,1,10,4
Internationale,2,14,4
volante,1,7,4
t'arrangerait,1,13,4
jeté,4,5,4
l'élection,1,11,4
beaucoup,4,8,4
opinion,1,7,4
autant,4,6,4
cache-cache,1,11,4
gorgeaient,1,10,4
cassant,3,7,4
sienne,1,6,4
bientôt,4,8,4
ramures,1,7,4
fière,2,6,4
gaiement,1,8,4
commun,3,6,4
l'époque,1,9,4
faudra,1,6,4
l'Intemationale,1,15,4
Près,2,5,4
éblouissement,1,14,4
gendarme,1,8,4
lugubre,1,7,4
margelles,1,9,4
casserole,1,9,4
torchon,3,7,4
clients,1,7,4
pour,177,4,4
voyant,5,6,4
sommeil,3,7,4
prétexter,1,10,4
allumée,1,8,4
entrailles,2,10,4
honneur,1,7,4
pâle,3,5,4
succédaient,2,12,4
câlin,1,6,4
lâchait,4,8,4
intelligent,1,11,4
cristal,2,7,4
volé,3,5,4
pot-de-vin,1,10,4
marmots,1,7,4
tentaient,1,9,4
l'écluse,1,9,4
clameur,2,7,4
spéciales,1,10,4
clientèle,2,10,4
parlerai,2,8,4
rêvé,1,6,4
