Mots,Partie,Chapitre,Paragraphe,Phrase
quelque,5,1,14,1
chose,5,1,14,1
de,5,1,14,1
chaud,5,1,14,1
Autrement,5,1,14,2
il,5,1,14,2
leur,5,1,14,2
rentrerait,5,1,14,2
malade,5,1,14,2
l'estomac,5,1,14,2
délabré,5,1,14,2
comme,5,1,14,2
toujours,5,1,14,2
Lui,5,1,14,3
se,5,1,14,3
débattait,5,1,14,3
donnait,5,1,14,3
sa,5,1,14,3
parole,5,1,14,3
d'honneur,5,1,14,3
qu'il,5,1,14,3
était,5,1,14,3
trop,5,1,14,3
pressé,5,1,14,3
Ecoute,5,1,15,1
finit,5,1,15,1
par,5,1,15,1
dire,5,1,15,1
Jeanne,5,1,15,1
en,5,1,15,1
se,5,1,15,1
pendant,5,1,15,1
à,5,1,15,1
son,5,1,15,1
cou,5,1,15,1
tu,5,1,15,1
vas,5,1,15,1
boire,5,1,15,1
un,5,1,15,1
petit,5,1,15,1
verre,5,1,15,1
de,5,1,15,1
rhum,5,1,15,1
et,5,1,15,1
manger,5,1,15,1
deux,5,1,15,1
biscuits,5,1,15,1
ou,5,1,15,1
je,5,1,15,1
reste,5,1,15,1
comme,5,1,15,1
ça,5,1,15,1
tu,5,1,15,1
es,5,1,15,1
obligé,5,1,15,1
de,5,1,15,1
m'emporter,5,1,15,1
avec,5,1,15,1
toi,5,1,15,1
Il,5,1,16,1
dut,5,1,16,1
se,5,1,16,1
résigner,5,1,16,1
en,5,1,16,1
jurant,5,1,16,1
que,5,1,16,1
les,5,1,16,1
biscuits,5,1,16,1
l'étoufferaient,5,1,16,1
Déjà,5,1,16,2
elles,5,1,16,2
descendaient,5,1,16,2
devant,5,1,16,2
lui,5,1,16,2
chacune,5,1,16,2
avec,5,1,16,2
son,5,1,16,2
bougeoir,5,1,16,2
En,5,1,16,3
bas,5,1,16,3
dans,5,1,16,3
la,5,1,16,3
salle,5,1,16,3
à,5,1,16,3
manger,5,1,16,3
elles,5,1,16,3
s'empressèrent,5,1,16,3
de,5,1,16,3
le,5,1,16,3
servir,5,1,16,3
l'une,5,1,16,3
versant,5,1,16,3
le,5,1,16,3
rhum,5,1,16,3
l'autre,5,1,16,3
courant,5,1,16,3
à,5,1,16,3
l'office,5,1,16,3
chercher,5,1,16,3
un,5,1,16,3
paquet,5,1,16,3
de,5,1,16,3
biscuits,5,1,16,3
Ayant,5,1,16,4
perdu,5,1,16,4
leur,5,1,16,4
mère,5,1,16,4
très,5,1,16,4
jeunes,5,1,16,4
elles,5,1,16,4
s'étaient,5,1,16,4
élevées,5,1,16,4
toutes,5,1,16,4
seules,5,1,16,4
assez,5,1,16,4
mal,5,1,16,4
gâtées,5,1,16,4
par,5,1,16,4
leur,5,1,16,4
père,5,1,16,4
l'aînée,5,1,16,4
hantée,5,1,16,4
du,5,1,16,4
rêve,5,1,16,4
de,5,1,16,4
chanter,5,1,16,4
sur,5,1,16,4
les,5,1,16,4
théâtres,5,1,16,4
la,5,1,16,4
cadette,5,1,16,4
folle,5,1,16,4
de,5,1,16,4
peinture,5,1,16,4
d'une,5,1,16,4
hardiesse,5,1,16,4
de,5,1,16,4
goût,5,1,16,4
qui,5,1,16,4
la,5,1,16,4
singularisait,5,1,16,4
Mais,5,1,16,5
lorsque,5,1,16,5
le,5,1,16,5
train,5,1,16,5
avait,5,1,16,5
dû,5,1,16,5
être,5,1,16,5
diminué,5,1,16,5
à,5,1,16,5
la,5,1,16,5
suite,5,1,16,5
de,5,1,16,5
gros,5,1,16,5
embarras,5,1,16,5
d'affaires,5,1,16,5
il,5,1,16,5
était,5,1,16,5
brusquement,5,1,16,5
poussé,5,1,16,5
chez,5,1,16,5
ces,5,1,16,5
filles,5,1,16,5
d'air,5,1,16,5
extravagant,5,1,16,5
des,5,1,16,5
ménagères,5,1,16,5
très,5,1,16,5
sages,5,1,16,5
et,5,1,16,5
très,5,1,16,5
rusées,5,1,16,5
dont,5,1,16,5
l'oeil,5,1,16,5
découvrait,5,1,16,5
les,5,1,16,5
erreurs,5,1,16,5
de,5,1,16,5
centimes,5,1,16,5
dans,5,1,16,5
les,5,1,16,5
comptes,5,1,16,5
Aujourd'hui,5,1,16,6
avec,5,1,16,6
leurs,5,1,16,6
allures,5,1,16,6
garçonnières,5,1,16,6
d'artistes,5,1,16,6
elles,5,1,16,6
tenaient,5,1,16,6
la,5,1,16,6
bourse,5,1,16,6
rognaient,5,1,16,6
sur,5,1,16,6
les,5,1,16,6
sous,5,1,16,6
querellaient,5,1,16,6
les,5,1,16,6
fournisseurs,5,1,16,6
retapaient,5,1,16,6
sans,5,1,16,6
cesse,5,1,16,6
leurs,5,1,16,6
toilettes,5,1,16,6
arrivaient,5,1,16,6
enfin,5,1,16,6
à,5,1,16,6
rendre,5,1,16,6
décente,5,1,16,6
la,5,1,16,6
gêne,5,1,16,6
croissante,5,1,16,6
de,5,1,16,6
la,5,1,16,6
maison,5,1,16,6
Mange,5,1,17,1
papa,5,1,17,1
répétait,5,1,17,1
Lucie,5,1,17,1
Puis,5,1,18,1
remarquant,5,1,18,1
la,5,1,18,1
préoccupation,5,1,18,1
où,5,1,18,1
il,5,1,18,1
retombait,5,1,18,1
silencieux,5,1,18,1
assombri,5,1,18,1
elle,5,1,18,1
fut,5,1,18,1
reprise,5,1,18,1
de,5,1,18,1
peur,5,1,18,1
C'est,5,1,19,1
donc,5,1,19,1
grave,5,1,19,1
que,5,1,19,1
tu,5,1,19,1
nous,5,1,19,1
fais,5,1,19,1
cette,5,1,19,1
grimace,5,1,19,1
Dis,5,1,19,2
donc,5,1,19,2
nous,5,1,19,2
restons,5,1,19,2
avec,5,1,19,2
toi,5,1,19,2
on,5,1,19,2
se,5,1,19,2
passera,5,1,19,2
de,5,1,19,2
nous,5,1,19,2
à,5,1,19,2
ce,5,1,19,2
déjeuner,5,1,19,2
Elle,5,1,20,1
parlait,5,1,20,1
d'une,5,1,20,1
partie,5,1,20,1
projetée,5,1,20,1
pour,5,1,20,1
le,5,1,20,1
matin,5,1,20,1
Mme,5,1,20,2
Hennebeau,5,1,20,2
devait,5,1,20,2
aller,5,1,20,2
avec,5,1,20,2
sa,5,1,20,2
calèche,5,1,20,2
chercher,5,1,20,2
d'abord,5,1,20,2
Cécile,5,1,20,2
chez,5,1,20,2
les,5,1,20,2
Grégoire,5,1,20,2
ensuite,5,1,20,2
elle,5,1,20,2
viendrait,5,1,20,2
les,5,1,20,2
prendre,5,1,20,2
et,5,1,20,2
l'on,5,1,20,2
irait,5,1,20,2
toutes,5,1,20,2
à,5,1,20,2
Marchiennes,5,1,20,2
déjeuner,5,1,20,2
aux,5,1,20,2
Forges,5,1,20,2
où,5,1,20,2
la,5,1,20,2
femme,5,1,20,2
du,5,1,20,2
directeur,5,1,20,2
les,5,1,20,2
avait,5,1,20,2
invitées,5,1,20,2
C'était,5,1,20,3
une,5,1,20,3
occasion,5,1,20,3
pour,5,1,20,3
visiter,5,1,20,3
les,5,1,20,3
ateliers,5,1,20,3
les,5,1,20,3
hauts,5,1,20,3
fourneaux,5,1,20,3
et,5,1,20,3
les,5,1,20,3
fours,5,1,20,3
à,5,1,20,3
coke,5,1,20,3
Bien,5,1,21,1
sûr,5,1,21,1
nous,5,1,21,1
restons,5,1,21,1
déclara,5,1,21,1
Jeanne,5,1,21,1
à,5,1,21,1
son,5,1,21,1
tour,5,1,21,1
Mais,5,1,22,1
il,5,1,22,1
se,5,1,22,1
fâchait,5,1,22,1
En,5,1,23,1
voilà,5,1,23,1
une,5,1,23,1
idée,5,1,23,1
Je,5,1,23,2
vous,5,1,23,2
répète,5,1,23,2
que,5,1,23,2
ce,5,1,23,2
n'est,5,1,23,2
rien,5,1,23,2
Faites-moi,5,1,23,2
le,5,1,23,2
plaisir,5,1,23,2
de,5,1,23,2
vous,5,1,23,2
refourrer,5,1,23,2
dans,5,1,23,2
vos,5,1,23,2
lits,5,1,23,2
et,5,1,23,2
habillez-vous,5,1,23,2
pour,5,1,23,2
neuf,5,1,23,2
heures,5,1,23,2
comme,5,1,23,2
c'est,5,1,23,2
convenu,5,1,23,2
Il,5,1,24,1
les,5,1,24,1
embrassa,5,1,24,1
il,5,1,24,1
se,5,1,24,1
hâta,5,1,24,1
de,5,1,24,1
partir,5,1,24,1
On,5,1,24,2
entendit,5,1,24,2
le,5,1,24,2
bruit,5,1,24,2
de,5,1,24,2
ses,5,1,24,2
bottes,5,1,24,2
qui,5,1,24,2
se,5,1,24,2
perdait,5,1,24,2
sur,5,1,24,2
la,5,1,24,2
terre,5,1,24,2
gelée,5,1,24,2
du,5,1,24,2
jardin,5,1,24,2
Jeanne,5,1,25,1
enfonça,5,1,25,1
soigneusement,5,1,25,1
le,5,1,25,1
bouchon,5,1,25,1
du,5,1,25,1
rhum,5,1,25,1
tandis,5,1,25,1
que,5,1,25,1
Lucie,5,1,25,1
mettait,5,1,25,1
les,5,1,25,1
biscuits,5,1,25,1
sous,5,1,25,1
clef,5,1,25,1
La,5,1,25,2
pièce,5,1,25,2
avait,5,1,25,2
la,5,1,25,2
propreté,5,1,25,2
froide,5,1,25,2
des,5,1,25,2
salles,5,1,25,2
où,5,1,25,2
la,5,1,25,2
table,5,1,25,2
est,5,1,25,2
maigrement,5,1,25,2
servie,5,1,25,2
Et,5,1,25,3
toutes,5,1,25,3
deux,5,1,25,3
profitaient,5,1,25,3
de,5,1,25,3
cette,5,1,25,3
descente,5,1,25,3
matinale,5,1,25,3
pour,5,1,25,3
voir,5,1,25,3
si,5,1,25,3
rien,5,1,25,3
la,5,1,25,3
veille,5,1,25,3
n'était,5,1,25,3
resté,5,1,25,3
à,5,1,25,3
la,5,1,25,3
débandade,5,1,25,3
Une,5,1,25,4
serviette,5,1,25,4
traînait,5,1,25,4
le,5,1,25,4
domestique,5,1,25,4
serait,5,1,25,4
grondé,5,1,25,4
Enfin,5,1,25,5
elles,5,1,25,5
remontèrent,5,1,25,5
Pendant,5,1,26,1
qu'il,5,1,26,1
coupait,5,1,26,1
au,5,1,26,1
plus,5,1,26,1
court,5,1,26,1
par,5,1,26,1
les,5,1,26,1
allées,5,1,26,1
étroites,5,1,26,1
de,5,1,26,1
son,5,1,26,1
potager,5,1,26,1
Deneulin,5,1,26,1
songeait,5,1,26,1
à,5,1,26,1
sa,5,1,26,1
fortune,5,1,26,1
compromise,5,1,26,1
à,5,1,26,1
ce,5,1,26,1
denier,5,1,26,1
de,5,1,26,1
Montsou,5,1,26,1
ce,5,1,26,1
million,5,1,26,1
qu'il,5,1,26,1
avait,5,1,26,1
réalisé,5,1,26,1
en,5,1,26,1
rêvant,5,1,26,1
de,5,1,26,1
le,5,1,26,1
décupler,5,1,26,1
et,5,1,26,1
qui,5,1,26,1
courait,5,1,26,1
aujourd'hui,5,1,26,1
de,5,1,26,1
si,5,1,26,1
grands,5,1,26,1
risques,5,1,26,1
C'était,5,1,26,2
une,5,1,26,2
suite,5,1,26,2
ininterrompue,5,1,26,2
de,5,1,26,2
mauvaises,5,1,26,2
chances,5,1,26,2
des,5,1,26,2
réparations,5,1,26,2
énormes,5,1,26,2
et,5,1,26,2
imprévues,5,1,26,2
des,5,1,26,2
conditions,5,1,26,2
d'exploitation,5,1,26,2
ruineuses,5,1,26,2
puis,5,1,26,2
le,5,1,26,2
désastre,5,1,26,2
de,5,1,26,2
cette,5,1,26,2
crise,5,1,26,2
industrielle,5,1,26,2
juste,5,1,26,2
à,5,1,26,2
l'heure,5,1,26,2
où,5,1,26,2
les,5,1,26,2
bénéfices,5,1,26,2
commençaient,5,1,26,2
Si,5,1,26,3
la,5,1,26,3
grève,5,1,26,3
éclatait,5,1,26,3
chez,5,1,26,3
lui,5,1,26,3
il,5,1,26,3
était,5,1,26,3
par,5,1,26,3
terre,5,1,26,3
Il,5,1,26,4
poussa,5,1,26,4
une,5,1,26,4
petite,5,1,26,4
porte,5,1,26,4
les,5,1,26,4
bâtiments,5,1,26,4
de,5,1,26,4
la,5,1,26,4
fosse,5,1,26,4
se,5,1,26,4
devinaient,5,1,26,4
dans,5,1,26,4
la,5,1,26,4
nuit,5,1,26,4
noire,5,1,26,4
à,5,1,26,4
un,5,1,26,4
redoublement,5,1,26,4
d'ombre,5,1,26,4
étoilé,5,1,26,4
de,5,1,26,4
quelques,5,1,26,4
lanternes,5,1,26,4
Jean,5,1,27,1
Bart,5,1,27,1
n'avait,5,1,27,1
pas,5,1,27,1
l'importance,5,1,27,1
du,5,1,27,1
Voreux,5,1,27,1
mais,5,1,27,1
l'installation,5,1,27,1
rajeunie,5,1,27,1
en,5,1,27,1
faisait,5,1,27,1
une,5,1,27,1
jolie,5,1,27,1
fosse,5,1,27,1
selon,5,1,27,1
le,5,1,27,1
mot,5,1,27,1
des,5,1,27,1
ingénieurs,5,1,27,1
On,5,1,27,2
ne,5,1,27,2
s'était,5,1,27,2
pas,5,1,27,2
contenté,5,1,27,2
d'élargir,5,1,27,2
le,5,1,27,2
puits,5,1,27,2
d'un,5,1,27,2
mètre,5,1,27,2
cinquante,5,1,27,2
et,5,1,27,2
de,5,1,27,2
le,5,1,27,2
creuser,5,1,27,2
jusqu'à,5,1,27,2
sept,5,1,27,2
cent,5,1,27,2
huit,5,1,27,2
mètres,5,1,27,2
de,5,1,27,2
profondeur,5,1,27,2
on,5,1,27,2
l'avait,5,1,27,2
équipé,5,1,27,2
à,5,1,27,2
neuf,5,1,27,2
machine,5,1,27,2
neuve,5,1,27,2
cages,5,1,27,2
neuves,5,1,27,2
tout,5,1,27,2
un,5,1,27,2
matériel,5,1,27,2
neuf,5,1,27,2
établi,5,1,27,2
d'après,5,1,27,2
les,5,1,27,2
derniers,5,1,27,2
perfectionnements,5,1,27,2
de,5,1,27,2
la,5,1,27,2
science,5,1,27,2
et,5,1,27,2
même,5,1,27,2
une,5,1,27,2
recherche,5,1,27,2
d'élégance,5,1,27,2
se,5,1,27,2
retrouvait,5,1,27,2
jusque,5,1,27,2
dans,5,1,27,2
les,5,1,27,2
constructions,5,1,27,2
un,5,1,27,2
hangar,5,1,27,2
de,5,1,27,2
criblage,5,1,27,2
à,5,1,27,2
lambrequin,5,1,27,2
découpé,5,1,27,2
un,5,1,27,2
beffroi,5,1,27,2
orné,5,1,27,2
d'une,5,1,27,2
horloge,5,1,27,2
une,5,1,27,2
salle,5,1,27,2
de,5,1,27,2
recette,5,1,27,2
et,5,1,27,2
une,5,1,27,2
chambre,5,1,27,2
de,5,1,27,2
machine,5,1,27,2
arrondies,5,1,27,2
en,5,1,27,2
chevet,5,1,27,2
de,5,1,27,2
chapelle,5,1,27,2
Renaissance,5,1,27,2
que,5,1,27,2
la,5,1,27,2
cheminée,5,1,27,2
surmontait,5,1,27,2
d'une,5,1,27,2
spirale,5,1,27,2
de,5,1,27,2
mosaïque,5,1,27,2
faite,5,1,27,2
de,5,1,27,2
briques,5,1,27,2
noires,5,1,27,2
et,5,1,27,2
de,5,1,27,2
briques,5,1,27,2
rouges,5,1,27,2
La,5,1,27,3
pompe,5,1,27,3
était,5,1,27,3
placée,5,1,27,3
sur,5,1,27,3
l'autre,5,1,27,3
puits,5,1,27,3
de,5,1,27,3
la,5,1,27,3
concession,5,1,27,3
à,5,1,27,3
la,5,1,27,3
vieille,5,1,27,3
fosse,5,1,27,3
Gaston-Marie,5,1,27,3
uniquement,5,1,27,3
réservée,5,1,27,3
pour,5,1,27,3
l'épuisement,5,1,27,3
Jean-Bart,5,1,27,4
à,5,1,27,4
droite,5,1,27,4
et,5,1,27,4
à,5,1,27,4
gauche,5,1,27,4
de,5,1,27,4
l'extraction,5,1,27,4
n'avait,5,1,27,4
que,5,1,27,4
deux,5,1,27,4
goyots,5,1,27,4
celui,5,1,27,4
d'un,5,1,27,4
ventilateur,5,1,27,4
à,5,1,27,4
vapeur,5,1,27,4
et,5,1,27,4
celui,5,1,27,4
des,5,1,27,4
échelles,5,1,27,4
Le,5,1,28,1
matin,5,1,28,1
dès,5,1,28,1
trois,5,1,28,1
heures,5,1,28,1
Chaval,5,1,28,1
était,5,1,28,1
arrivé,5,1,28,1
le,5,1,28,1
premier,5,1,28,1
débauchant,5,1,28,1
les,5,1,28,1
camarades,5,1,28,1
les,5,1,28,1
convainquant,5,1,28,1
qu'il,5,1,28,1
fallait,5,1,28,1
imiter,5,1,28,1
ceux,5,1,28,1
de,5,1,28,1
Montsou,5,1,28,1
et,5,1,28,1
demander,5,1,28,1
une,5,1,28,1
augmentation,5,1,28,1
de,5,1,28,1
cinq,5,1,28,1
centimes,5,1,28,1
par,5,1,28,1
berline,5,1,28,1
Bientôt,5,1,28,2
les,5,1,28,2
quatre,5,1,28,2
cents,5,1,28,2
ouvriers,5,1,28,2
du,5,1,28,2
fond,5,1,28,2
avaient,5,1,28,2
débordé,5,1,28,2
de,5,1,28,2
la,5,1,28,2
baraque,5,1,28,2
dans,5,1,28,2
la,5,1,28,2
salle,5,1,28,2
de,5,1,28,2
recette,5,1,28,2
au,5,1,28,2
milieu,5,1,28,2
d'un,5,1,28,2
tumulte,5,1,28,2
de,5,1,28,2
gestes,5,1,28,2
et,5,1,28,2
de,5,1,28,2
cris,5,1,28,2
Ceux,5,1,28,3
qui,5,1,28,3
voulaient,5,1,28,3
travailler,5,1,28,3
tenaient,5,1,28,3
leur,5,1,28,3
lampe,5,1,28,3
pieds,5,1,28,3
nus,5,1,28,3
la,5,1,28,3
pelle,5,1,28,3
ou,5,1,28,3
la,5,1,28,3
rivelaine,5,1,28,3
sous,5,1,28,3
le,5,1,28,3
bras,5,1,28,3
tandis,5,1,28,3
que,5,1,28,3
les,5,1,28,3
autres,5,1,28,3
encore,5,1,28,3
en,5,1,28,3
sabots,5,1,28,3
le,5,1,28,3
paletot,5,1,28,3
sur,5,1,28,3
les,5,1,28,3
épaules,5,1,28,3
à,5,1,28,3
cause,5,1,28,3
du,5,1,28,3
grand,5,1,28,3
froid,5,1,28,3
barraient,5,1,28,3
le,5,1,28,3
puits,5,1,28,3
et,5,1,28,3
les,5,1,28,3
porions,5,1,28,3
s'étaient,5,1,28,3
enroués,5,1,28,3
à,5,1,28,3
vouloir,5,1,28,3
mettre,5,1,28,3
de,5,1,28,3
l'ordre,5,1,28,3
à,5,1,28,3
les,5,1,28,3
supplier,5,1,28,3
d'être,5,1,28,3
raisonnables,5,1,28,3
de,5,1,28,3
ne,5,1,28,3
pas,5,1,28,3
empêcher,5,1,28,3
de,5,1,28,3
descendre,5,1,28,3
ceux,5,1,28,3
qui,5,1,28,3
en,5,1,28,3
avaient,5,1,28,3
la,5,1,28,3
bonne,5,1,28,3
volonté,5,1,28,3
Mais,5,1,29,1
Chaval,5,1,29,1
s'emporta,5,1,29,1
quand,5,1,29,1
il,5,1,29,1
aperçut,5,1,29,1
Catherine,5,1,29,1
en,5,1,29,1
culotte,5,1,29,1
et,5,1,29,1
en,5,1,29,1
veste,5,1,29,1
la,5,1,29,1
tête,5,1,29,1
serrée,5,1,29,1
dans,5,1,29,1
le,5,1,29,1
béguin,5,1,29,1
bleu,5,1,29,1
Il,5,1,29,2
lui,5,1,29,2
avait,5,1,29,2
en,5,1,29,2
se,5,1,29,2
levant,5,1,29,2
signifié,5,1,29,2
brutalement,5,1,29,2
de,5,1,29,2
rester,5,1,29,2
couchée,5,1,29,2
Elle,5,1,29,3
désespérée,5,1,29,3
de,5,1,29,3
cet,5,1,29,3
arrêt,5,1,29,3
du,5,1,29,3
travail,5,1,29,3
l'avait,5,1,29,3
suivi,5,1,29,3
tout,5,1,29,3
de,5,1,29,3
même,5,1,29,3
car,5,1,29,3
il,5,1,29,3
ne,5,1,29,3
lui,5,1,29,3
donnait,5,1,29,3
jamais,5,1,29,3
d'argent,5,1,29,3
elle,5,1,29,3
devait,5,1,29,3
souvent,5,1,29,3
payer,5,1,29,3
pour,5,1,29,3
elle,5,1,29,3
et,5,1,29,3
pour,5,1,29,3
lui,5,1,29,3
et,5,1,29,3
qu'allait-elle,5,1,29,3
devenir,5,1,29,3
si,5,1,29,3
elle,5,1,29,3
ne,5,1,29,3
gagnait,5,1,29,3
plus,5,1,29,3
rien,5,1,29,3
Une,5,1,29,4
peur,5,1,29,4
l'obsédait,5,1,29,4
la,5,1,29,4
peur,5,1,29,4
d'une,5,1,29,4
maison,5,1,29,4
publique,5,1,29,4
de,5,1,29,4
Marchiennes,5,1,29,4
où,5,1,29,4
finissaient,5,1,29,4
les,5,1,29,4
herscheuses,5,1,29,4
sans,5,1,29,4
pain,5,1,29,4
et,5,1,29,4
sans,5,1,29,4
gîte,5,1,29,4
Nom,5,1,30,1
de,5,1,30,1
Dieu,5,1,30,1
cria,5,1,30,2
Chaval,5,1,30,2
