Mots,Partie,Chapitre,Paragraphe,Phrase
de,3,1,4,1
l'humidité,3,1,4,1
et,3,1,4,1
de,3,1,4,1
l'étouffement,3,1,4,1
de,3,1,4,1
la,3,1,4,1
taille,3,1,4,1
La,3,1,4,2
cheminée,3,1,4,2
lui,3,1,4,2
semblait,3,1,4,2
très,3,1,4,2
commode,3,1,4,2
pour,3,1,4,2
monter,3,1,4,2
comme,3,1,4,2
s'il,3,1,4,2
eût,3,1,4,2
fondu,3,1,4,2
et,3,1,4,2
qu'il,3,1,4,2
pût,3,1,4,2
passer,3,1,4,2
par,3,1,4,2
des,3,1,4,2
fentes,3,1,4,2
où,3,1,4,2
il,3,1,4,2
n'aurait,3,1,4,2
point,3,1,4,2
risqué,3,1,4,2
une,3,1,4,2
main,3,1,4,2
jadis,3,1,4,2
Il,3,1,4,3
respirait,3,1,4,3
sans,3,1,4,3
malaise,3,1,4,3
les,3,1,4,3
poussières,3,1,4,3
du,3,1,4,3
charbon,3,1,4,3
voyait,3,1,4,3
clair,3,1,4,3
dans,3,1,4,3
la,3,1,4,3
nuit,3,1,4,3
suait,3,1,4,3
tranquille,3,1,4,3
fait,3,1,4,3
à,3,1,4,3
la,3,1,4,3
sensation,3,1,4,3
d'avoir,3,1,4,3
du,3,1,4,3
matin,3,1,4,3
au,3,1,4,3
soir,3,1,4,3
ses,3,1,4,3
vêtements,3,1,4,3
trempés,3,1,4,3
sur,3,1,4,3
le,3,1,4,3
corps,3,1,4,3
Du,3,1,4,4
reste,3,1,4,4
il,3,1,4,4
ne,3,1,4,4
dépensait,3,1,4,4
plus,3,1,4,4
maladroitement,3,1,4,4
ses,3,1,4,4
forces,3,1,4,4
une,3,1,4,4
adresse,3,1,4,4
lui,3,1,4,4
était,3,1,4,4
venue,3,1,4,4
si,3,1,4,4
rapide,3,1,4,4
qu'elle,3,1,4,4
étonnait,3,1,4,4
le,3,1,4,4
chantier,3,1,4,4
Au,3,1,4,5
bout,3,1,4,5
de,3,1,4,5
trois,3,1,4,5
semaines,3,1,4,5
on,3,1,4,5
le,3,1,4,5
citait,3,1,4,5
parmi,3,1,4,5
les,3,1,4,5
bons,3,1,4,5
herscheurs,3,1,4,5
de,3,1,4,5
la,3,1,4,5
fosse,3,1,4,5
pas,3,1,4,5
un,3,1,4,5
ne,3,1,4,5
roulait,3,1,4,5
sa,3,1,4,5
berline,3,1,4,5
jusqu'au,3,1,4,5
plan,3,1,4,5
incliné,3,1,4,5
d'un,3,1,4,5
train,3,1,4,5
plus,3,1,4,5
vif,3,1,4,5
ni,3,1,4,5
ne,3,1,4,5
l'emballait,3,1,4,5
ensuite,3,1,4,5
avec,3,1,4,5
autant,3,1,4,5
de,3,1,4,5
correction,3,1,4,5
Sa,3,1,4,6
petite,3,1,4,6
taille,3,1,4,6
lui,3,1,4,6
permettait,3,1,4,6
de,3,1,4,6
se,3,1,4,6
glisser,3,1,4,6
partout,3,1,4,6
et,3,1,4,6
ses,3,1,4,6
bras,3,1,4,6
avaient,3,1,4,6
beau,3,1,4,6
être,3,1,4,6
fins,3,1,4,6
et,3,1,4,6
blancs,3,1,4,6
comme,3,1,4,6
ceux,3,1,4,6
d'une,3,1,4,6
femme,3,1,4,6
ils,3,1,4,6
paraissaient,3,1,4,6
en,3,1,4,6
fer,3,1,4,6
sous,3,1,4,6
la,3,1,4,6
peau,3,1,4,6
délicate,3,1,4,6
tellement,3,1,4,6
ils,3,1,4,6
menaient,3,1,4,6
rudement,3,1,4,6
la,3,1,4,6
besogne,3,1,4,6
Jamais,3,1,4,7
il,3,1,4,7
ne,3,1,4,7
se,3,1,4,7
plaignait,3,1,4,7
par,3,1,4,7
fierté,3,1,4,7
sans,3,1,4,7
doute,3,1,4,7
même,3,1,4,7
quand,3,1,4,7
il,3,1,4,7
râlait,3,1,4,7
de,3,1,4,7
fatigue,3,1,4,7
On,3,1,4,8
ne,3,1,4,8
lui,3,1,4,8
reprochait,3,1,4,8
que,3,1,4,8
de,3,1,4,8
ne,3,1,4,8
pas,3,1,4,8
comprendre,3,1,4,8
la,3,1,4,8
plaisanterie,3,1,4,8
tout,3,1,4,8
de,3,1,4,8
suite,3,1,4,8
fâché,3,1,4,8
dès,3,1,4,8
qu'on,3,1,4,8
voulait,3,1,4,8
taper,3,1,4,8
sur,3,1,4,8
lui,3,1,4,8
Au,3,1,4,9
demeurant,3,1,4,9
il,3,1,4,9
était,3,1,4,9
accepté,3,1,4,9
regardé,3,1,4,9
comme,3,1,4,9
un,3,1,4,9
vrai,3,1,4,9
mineur,3,1,4,9
dans,3,1,4,9
cet,3,1,4,9
écrasement,3,1,4,9
de,3,1,4,9
l'habitude,3,1,4,9
qui,3,1,4,9
le,3,1,4,9
réduisait,3,1,4,9
un,3,1,4,9
peu,3,1,4,9
chaque,3,1,4,9
jour,3,1,4,9
à,3,1,4,9
une,3,1,4,9
fonction,3,1,4,9
de,3,1,4,9
machine,3,1,4,9
Maheu,3,1,5,1
surtout,3,1,5,1
se,3,1,5,1
prenait,3,1,5,1
d'amitié,3,1,5,1
pour,3,1,5,1
Etienne,3,1,5,1
car,3,1,5,1
il,3,1,5,1
avait,3,1,5,1
le,3,1,5,1
respect,3,1,5,1
de,3,1,5,1
l'ouvrage,3,1,5,1
bien,3,1,5,1
fait,3,1,5,1
Puis,3,1,5,2
ainsi,3,1,5,2
que,3,1,5,2
les,3,1,5,2
autres,3,1,5,2
il,3,1,5,2
sentait,3,1,5,2
que,3,1,5,2
ce,3,1,5,2
garçon,3,1,5,2
avait,3,1,5,2
une,3,1,5,2
instruction,3,1,5,2
supérieure,3,1,5,2
à,3,1,5,2
la,3,1,5,2
sienne,3,1,5,2
il,3,1,5,2
le,3,1,5,2
voyait,3,1,5,2
lire,3,1,5,2
écrire,3,1,5,2
dessiner,3,1,5,2
des,3,1,5,2
bouts,3,1,5,2
de,3,1,5,2
plan,3,1,5,2
il,3,1,5,2
l'entendait,3,1,5,2
causer,3,1,5,2
de,3,1,5,2
choses,3,1,5,2
dont,3,1,5,2
lui,3,1,5,2
ignorait,3,1,5,2
jusqu'à,3,1,5,2
l'existence,3,1,5,2
Cela,3,1,5,3
ne,3,1,5,3
l'étonnait,3,1,5,3
pas,3,1,5,3
les,3,1,5,3
bouilleurs,3,1,5,3
sont,3,1,5,3
de,3,1,5,3
rudes,3,1,5,3
hommes,3,1,5,3
qui,3,1,5,3
ont,3,1,5,3
la,3,1,5,3
tête,3,1,5,3
plus,3,1,5,3
dure,3,1,5,3
que,3,1,5,3
les,3,1,5,3
machineurs,3,1,5,3
mais,3,1,5,3
il,3,1,5,3
était,3,1,5,3
surpris,3,1,5,3
du,3,1,5,3
courage,3,1,5,3
de,3,1,5,3
ce,3,1,5,3
petit-là,3,1,5,3
de,3,1,5,3
la,3,1,5,3
façon,3,1,5,3
gaillarde,3,1,5,3
dont,3,1,5,3
il,3,1,5,3
avait,3,1,5,3
mordu,3,1,5,3
au,3,1,5,3
charbon,3,1,5,3
pour,3,1,5,3
ne,3,1,5,3
pas,3,1,5,3
crever,3,1,5,3
de,3,1,5,3
faim,3,1,5,3
C'était,3,1,5,4
le,3,1,5,4
premier,3,1,5,4
ouvrier,3,1,5,4
de,3,1,5,4
rencontre,3,1,5,4
qui,3,1,5,4
s'acclimatait,3,1,5,4
si,3,1,5,4
promptement,3,1,5,4
Aussi,3,1,5,5
lorsque,3,1,5,5
l'abattage,3,1,5,5
pressait,3,1,5,5
et,3,1,5,5
qu'il,3,1,5,5
ne,3,1,5,5
voulait,3,1,5,5
pas,3,1,5,5
déranger,3,1,5,5
un,3,1,5,5
haveur,3,1,5,5
chargeait-il,3,1,5,5
le,3,1,5,5
jeune,3,1,5,5
homme,3,1,5,5
du,3,1,5,5
boisage,3,1,5,5
certain,3,1,5,5
de,3,1,5,5
la,3,1,5,5
propreté,3,1,5,5
et,3,1,5,5
de,3,1,5,5
la,3,1,5,5
solidité,3,1,5,5
du,3,1,5,5
travail,3,1,5,5
Les,3,1,5,6
chefs,3,1,5,6
le,3,1,5,6
tracassaient,3,1,5,6
toujours,3,1,5,6
sur,3,1,5,6
cette,3,1,5,6
maudite,3,1,5,6
question,3,1,5,6
des,3,1,5,6
bois,3,1,5,6
il,3,1,5,6
craignait,3,1,5,6
à,3,1,5,6
chaque,3,1,5,6
heure,3,1,5,6
de,3,1,5,6
voir,3,1,5,6
apparaître,3,1,5,6
l'ingénieur,3,1,5,6
Négrel,3,1,5,6
suivi,3,1,5,6
de,3,1,5,6
Dansaert,3,1,5,6
criant,3,1,5,6
discutant,3,1,5,6
faisant,3,1,5,6
tout,3,1,5,6
recommencer,3,1,5,6
et,3,1,5,6
il,3,1,5,6
avait,3,1,5,6
remarqué,3,1,5,6
que,3,1,5,6
le,3,1,5,6
boisage,3,1,5,6
de,3,1,5,6
son,3,1,5,6
herscheur,3,1,5,6
satisfaisait,3,1,5,6
ces,3,1,5,6
messieurs,3,1,5,6
davantage,3,1,5,6
malgré,3,1,5,6
leurs,3,1,5,6
airs,3,1,5,6
de,3,1,5,6
n'être,3,1,5,6
jamais,3,1,5,6
contents,3,1,5,6
et,3,1,5,6
de,3,1,5,6
répéter,3,1,5,6
que,3,1,5,6
la,3,1,5,6
Compagnie,3,1,5,6
un,3,1,5,6
jour,3,1,5,6
ou,3,1,5,6
l'autre,3,1,5,6
prendrait,3,1,5,6
une,3,1,5,6
mesure,3,1,5,6
radicale,3,1,5,6
Les,3,1,5,7
choses,3,1,5,7
traînaient,3,1,5,7
un,3,1,5,7
sourd,3,1,5,7
mécontentement,3,1,5,7
fermentait,3,1,5,7
dans,3,1,5,7
la,3,1,5,7
fosse,3,1,5,7
Maheu,3,1,5,7
lui-même,3,1,5,7
si,3,1,5,7
calme,3,1,5,7
finissait,3,1,5,7
par,3,1,5,7
fermer,3,1,5,7
les,3,1,5,7
poings,3,1,5,7
Il,3,1,6,1
y,3,1,6,1
avait,3,1,6,1
eu,3,1,6,1
d'abord,3,1,6,1
une,3,1,6,1
rivalité,3,1,6,1
entre,3,1,6,1
Zacharie,3,1,6,1
et,3,1,6,1
Etienne,3,1,6,1
Un,3,1,6,2
soir,3,1,6,2
ils,3,1,6,2
s'étaient,3,1,6,2
menacés,3,1,6,2
d'une,3,1,6,2
paire,3,1,6,2
de,3,1,6,2
gifles,3,1,6,2
Mais,3,1,6,3
le,3,1,6,3
premier,3,1,6,3
brave,3,1,6,3
garçon,3,1,6,3
et,3,1,6,3
se,3,1,6,3
moquant,3,1,6,3
de,3,1,6,3
ce,3,1,6,3
qui,3,1,6,3
n'était,3,1,6,3
pas,3,1,6,3
son,3,1,6,3
plaisir,3,1,6,3
tout,3,1,6,3
de,3,1,6,3
suite,3,1,6,3
apaisé,3,1,6,3
par,3,1,6,3
l'offre,3,1,6,3
amicale,3,1,6,3
d'une,3,1,6,3
chope,3,1,6,3
avait,3,1,6,3
dû,3,1,6,3
s'incliner,3,1,6,3
bientôt,3,1,6,3
devant,3,1,6,3
la,3,1,6,3
supériorité,3,1,6,3
du,3,1,6,3
nouveau,3,1,6,3
venu,3,1,6,3
Levaque,3,1,6,4
lui,3,1,6,4
aussi,3,1,6,4
faisait,3,1,6,4
bon,3,1,6,4
visage,3,1,6,4
maintenant,3,1,6,4
causait,3,1,6,4
politique,3,1,6,4
avec,3,1,6,4
le,3,1,6,4
herscheur,3,1,6,4
qui,3,1,6,4
avait,3,1,6,4
disait-il,3,1,6,4
ses,3,1,6,4
idées,3,1,6,4
Et,3,1,6,5
parmi,3,1,6,5
les,3,1,6,5
hommes,3,1,6,5
du,3,1,6,5
marchandage,3,1,6,5
celui-ci,3,1,6,5
ne,3,1,6,5
sentait,3,1,6,5
plus,3,1,6,5
une,3,1,6,5
hostilité,3,1,6,5
sourde,3,1,6,5
que,3,1,6,5
chez,3,1,6,5
le,3,1,6,5
grand,3,1,6,5
Chaval,3,1,6,5
non,3,1,6,5
pas,3,1,6,5
qu'ils,3,1,6,5
parussent,3,1,6,5
se,3,1,6,5
bouder,3,1,6,5
car,3,1,6,5
ils,3,1,6,5
étaient,3,1,6,5
devenus,3,1,6,5
camarades,3,1,6,5
au,3,1,6,5
contraire,3,1,6,5
seulement,3,1,6,5
leurs,3,1,6,5
regards,3,1,6,5
se,3,1,6,5
mangeaient,3,1,6,5
quand,3,1,6,5
ils,3,1,6,5
plaisantaient,3,1,6,5
ensemble,3,1,6,5
Catherine,3,1,6,6
entre,3,1,6,6
eux,3,1,6,6
avait,3,1,6,6
repris,3,1,6,6
son,3,1,6,6
train,3,1,6,6
de,3,1,6,6
fille,3,1,6,6
lasse,3,1,6,6
et,3,1,6,6
résignée,3,1,6,6
priant,3,1,6,6
le,3,1,6,6
dos,3,1,6,6
poussant,3,1,6,6
sa,3,1,6,6
berline,3,1,6,6
gentille,3,1,6,6
toujours,3,1,6,6
pour,3,1,6,6
son,3,1,6,6
compagnon,3,1,6,6
de,3,1,6,6
roulage,3,1,6,6
qui,3,1,6,6
l'aidait,3,1,6,6
à,3,1,6,6
son,3,1,6,6
tour,3,1,6,6
soumise,3,1,6,6
d'autre,3,1,6,6
part,3,1,6,6
aux,3,1,6,6
volontés,3,1,6,6
de,3,1,6,6
son,3,1,6,6
amant,3,1,6,6
dont,3,1,6,6
elle,3,1,6,6
subissait,3,1,6,6
ouvertement,3,1,6,6
les,3,1,6,6
caresses,3,1,6,6
C'était,3,1,6,7
une,3,1,6,7
situation,3,1,6,7
acceptée,3,1,6,7
un,3,1,6,7
ménage,3,1,6,7
reconnu,3,1,6,7
sur,3,1,6,7
lequel,3,1,6,7
la,3,1,6,7
famille,3,1,6,7
elle-même,3,1,6,7
fermait,3,1,6,7
les,3,1,6,7
yeux,3,1,6,7
à,3,1,6,7
ce,3,1,6,7
point,3,1,6,7
que,3,1,6,7
Chaval,3,1,6,7
emmenait,3,1,6,7
chaque,3,1,6,7
soir,3,1,6,7
la,3,1,6,7
herscheuse,3,1,6,7
derrière,3,1,6,7
le,3,1,6,7
terri,3,1,6,7
puis,3,1,6,7
la,3,1,6,7
ramenait,3,1,6,7
jusqu'à,3,1,6,7
la,3,1,6,7
porte,3,1,6,7
de,3,1,6,7
ses,3,1,6,7
parents,3,1,6,7
où,3,1,6,7
il,3,1,6,7
l'embrassait,3,1,6,7
une,3,1,6,7
dernière,3,1,6,7
fois,3,1,6,7
devant,3,1,6,7
tout,3,1,6,7
le,3,1,6,7
coron,3,1,6,7
Etienne,3,1,6,8
qui,3,1,6,8
croyait,3,1,6,8
en,3,1,6,8
avoir,3,1,6,8
pris,3,1,6,8
son,3,1,6,8
parti,3,1,6,8
la,3,1,6,8
taquinait,3,1,6,8
souvent,3,1,6,8
avec,3,1,6,8
ces,3,1,6,8
promenades,3,1,6,8
lâchant,3,1,6,8
pour,3,1,6,8
rire,3,1,6,8
des,3,1,6,8
mots,3,1,6,8
crus,3,1,6,8
comme,3,1,6,8
on,3,1,6,8
en,3,1,6,8
lâche,3,1,6,8
entre,3,1,6,8
garçons,3,1,6,8
et,3,1,6,8
filles,3,1,6,8
au,3,1,6,8
fond,3,1,6,8
des,3,1,6,8
tailles,3,1,6,8
et,3,1,6,8
elle,3,1,6,8
répondait,3,1,6,8
sur,3,1,6,8
le,3,1,6,8
même,3,1,6,8
ton,3,1,6,8
disait,3,1,6,8
par,3,1,6,8
crânerie,3,1,6,8
ce,3,1,6,8
que,3,1,6,8
son,3,1,6,8
galant,3,1,6,8
lui,3,1,6,8
avait,3,1,6,8
fait,3,1,6,8
troublée,3,1,6,8
cependant,3,1,6,8
et,3,1,6,8
pâlissante,3,1,6,8
lorsque,3,1,6,8
les,3,1,6,8
yeux,3,1,6,8
du,3,1,6,8
jeune,3,1,6,8
homme,3,1,6,8
rencontraient,3,1,6,8
les,3,1,6,8
siens,3,1,6,8
Tous,3,1,6,9
les,3,1,6,9
deux,3,1,6,9
détournaient,3,1,6,9
la,3,1,6,9
tête,3,1,6,9
restaient,3,1,6,9
parfois,3,1,6,9
une,3,1,6,9
heure,3,1,6,9
sans,3,1,6,9
se,3,1,6,9
parler,3,1,6,9
avec,3,1,6,9
l'air,3,1,6,9
de,3,1,6,9
se,3,1,6,9
haïr,3,1,6,9
pour,3,1,6,9
des,3,1,6,9
choses,3,1,6,9
enterrées,3,1,6,9
en,3,1,6,9
eux,3,1,6,9
et,3,1,6,9
sur,3,1,6,9
lesquelles,3,1,6,9
ils,3,1,6,9
ne,3,1,6,9
s'expliquaient,3,1,6,9
point,3,1,6,9
Le,3,1,7,1
printemps,3,1,7,1
était,3,1,7,1
venu,3,1,7,1
Etienne,3,1,7,2
un,3,1,7,2
jour,3,1,7,2
au,3,1,7,2
sortir,3,1,7,2
du,3,1,7,2
puits,3,1,7,2
avait,3,1,7,2
reçu,3,1,7,2
à,3,1,7,2
la,3,1,7,2
face,3,1,7,2
cette,3,1,7,2
