Mots,Partie,Chapitre,Paragraphe,Phrase
baissant,6,1,4,5
la,6,1,4,5
tête,6,1,4,5
devant,6,1,4,5
les,6,1,4,5
pantalons,6,1,4,5
rouges,6,1,4,5
Et,6,1,4,6
sous,6,1,4,6
cette,6,1,4,6
grande,6,1,4,6
paix,6,1,4,6
morne,6,1,4,6
dans,6,1,4,6
cet,6,1,4,6
entêtement,6,1,4,6
passif,6,1,4,6
se,6,1,4,6
butant,6,1,4,6
contre,6,1,4,6
les,6,1,4,6
fusils,6,1,4,6
il,6,1,4,6
y,6,1,4,6
avait,6,1,4,6
la,6,1,4,6
douceur,6,1,4,6
menteuse,6,1,4,6
l'obéissance,6,1,4,6
forcée,6,1,4,6
et,6,1,4,6
patiente,6,1,4,6
des,6,1,4,6
fauves,6,1,4,6
en,6,1,4,6
cage,6,1,4,6
les,6,1,4,6
yeux,6,1,4,6
sur,6,1,4,6
le,6,1,4,6
dompteur,6,1,4,6
prêts,6,1,4,6
à,6,1,4,6
lui,6,1,4,6
manger,6,1,4,6
la,6,1,4,6
nuque,6,1,4,6
s'il,6,1,4,6
tournait,6,1,4,6
le,6,1,4,6
dos,6,1,4,6
La,6,1,4,7
Compagnie,6,1,4,7
que,6,1,4,7
cette,6,1,4,7
mort,6,1,4,7
du,6,1,4,7
travail,6,1,4,7
ruinait,6,1,4,7
parlait,6,1,4,7
d'embaucher,6,1,4,7
des,6,1,4,7
mineurs,6,1,4,7
du,6,1,4,7
Borinage,6,1,4,7
à,6,1,4,7
la,6,1,4,7
frontière,6,1,4,7
belge,6,1,4,7
mais,6,1,4,7
elle,6,1,4,7
n'osait,6,1,4,7
point,6,1,4,7
de,6,1,4,7
sorte,6,1,4,7
que,6,1,4,7
la,6,1,4,7
bataille,6,1,4,7
en,6,1,4,7
restait,6,1,4,7
là,6,1,4,7
entre,6,1,4,7
les,6,1,4,7
charbonniers,6,1,4,7
qui,6,1,4,7
s'enfermaient,6,1,4,7
chez,6,1,4,7
eux,6,1,4,7
et,6,1,4,7
les,6,1,4,7
fosses,6,1,4,7
mortes,6,1,4,7
gardées,6,1,4,7
par,6,1,4,7
la,6,1,4,7
troupe,6,1,4,7
Dès,6,1,5,1
le,6,1,5,1
lendemain,6,1,5,1
de,6,1,5,1
la,6,1,5,1
journée,6,1,5,1
terrible,6,1,5,1
cette,6,1,5,1
paix,6,1,5,1
s'était,6,1,5,1
produite,6,1,5,1
d'un,6,1,5,1
coup,6,1,5,1
cachant,6,1,5,1
une,6,1,5,1
panique,6,1,5,1
telle,6,1,5,1
qu'on,6,1,5,1
faisait,6,1,5,1
le,6,1,5,1
plus,6,1,5,1
de,6,1,5,1
silence,6,1,5,1
possible,6,1,5,1
sur,6,1,5,1
les,6,1,5,1
dégâts,6,1,5,1
et,6,1,5,1
les,6,1,5,1
atrocités,6,1,5,1
L'enquête,6,1,5,2
ouverte,6,1,5,2
établissait,6,1,5,2
que,6,1,5,2
Maigrat,6,1,5,2
était,6,1,5,2
mort,6,1,5,2
de,6,1,5,2
sa,6,1,5,2
chute,6,1,5,2
et,6,1,5,2
l'affreuse,6,1,5,2
mutilation,6,1,5,2
du,6,1,5,2
cadavre,6,1,5,2
demeurait,6,1,5,2
vague,6,1,5,2
entourée,6,1,5,2
déjà,6,1,5,2
d'une,6,1,5,2
légende,6,1,5,2
De,6,1,5,3
son,6,1,5,3
côté,6,1,5,3
la,6,1,5,3
Compagnie,6,1,5,3
n'avouait,6,1,5,3
pas,6,1,5,3
les,6,1,5,3
dommages,6,1,5,3
soufferts,6,1,5,3
pas,6,1,5,3
plus,6,1,5,3
que,6,1,5,3
les,6,1,5,3
Grégoire,6,1,5,3
ne,6,1,5,3
se,6,1,5,3
souciaient,6,1,5,3
de,6,1,5,3
compromettre,6,1,5,3
leur,6,1,5,3
fille,6,1,5,3
dans,6,1,5,3
le,6,1,5,3
scandale,6,1,5,3
d'un,6,1,5,3
procès,6,1,5,3
où,6,1,5,3
elle,6,1,5,3
devrait,6,1,5,3
témoigner,6,1,5,3
Cependant,6,1,5,4
quelques,6,1,5,4
arrestations,6,1,5,4
avaient,6,1,5,4
eu,6,1,5,4
lieu,6,1,5,4
des,6,1,5,4
comparses,6,1,5,4
comme,6,1,5,4
toujours,6,1,5,4
imbéciles,6,1,5,4
et,6,1,5,4
ahuris,6,1,5,4
ne,6,1,5,4
sachant,6,1,5,4
rien,6,1,5,4
Par,6,1,5,5
erreur,6,1,5,5
Pierron,6,1,5,5
était,6,1,5,5
allé,6,1,5,5
les,6,1,5,5
menottes,6,1,5,5
aux,6,1,5,5
poignets,6,1,5,5
jusqu'à,6,1,5,5
Marchiennes,6,1,5,5
ce,6,1,5,5
dont,6,1,5,5
les,6,1,5,5
camarades,6,1,5,5
riaient,6,1,5,5
encore,6,1,5,5
Rasseneur,6,1,5,6
également,6,1,5,6
avait,6,1,5,6
failli,6,1,5,6
être,6,1,5,6
emmené,6,1,5,6
entre,6,1,5,6
deux,6,1,5,6
gendarmes,6,1,5,6
On,6,1,5,7
se,6,1,5,7
contentait,6,1,5,7
à,6,1,5,7
la,6,1,5,7
Direction,6,1,5,7
de,6,1,5,7
dresser,6,1,5,7
des,6,1,5,7
listes,6,1,5,7
de,6,1,5,7
renvoi,6,1,5,7
on,6,1,5,7
rendait,6,1,5,7
les,6,1,5,7
livrets,6,1,5,7
en,6,1,5,7
masse,6,1,5,7
Maheu,6,1,5,7
avait,6,1,5,7
reçu,6,1,5,7
le,6,1,5,7
sien,6,1,5,7
Levaque,6,1,5,7
aussi,6,1,5,7
de,6,1,5,7
même,6,1,5,7
que,6,1,5,7
trente-quatre,6,1,5,7
de,6,1,5,7
leurs,6,1,5,7
camarades,6,1,5,7
au,6,1,5,7
seul,6,1,5,7
coron,6,1,5,7
des,6,1,5,7
Deux-Cent-Quarante,6,1,5,7
Et,6,1,5,8
toute,6,1,5,8
la,6,1,5,8
sévérité,6,1,5,8
retombait,6,1,5,8
sur,6,1,5,8
Etienne,6,1,5,8
disparu,6,1,5,8
depuis,6,1,5,8
le,6,1,5,8
soir,6,1,5,8
de,6,1,5,8
la,6,1,5,8
bagarre,6,1,5,8
et,6,1,5,8
qu'on,6,1,5,8
cherchait,6,1,5,8
sans,6,1,5,8
pouvoir,6,1,5,8
retrouver,6,1,5,8
sa,6,1,5,8
trace,6,1,5,8
Chaval,6,1,5,9
dans,6,1,5,9
sa,6,1,5,9
haine,6,1,5,9
l'avait,6,1,5,9
dénoncé,6,1,5,9
en,6,1,5,9
refusant,6,1,5,9
de,6,1,5,9
nommer,6,1,5,9
les,6,1,5,9
autres,6,1,5,9
supplié,6,1,5,9
par,6,1,5,9
Catherine,6,1,5,9
qui,6,1,5,9
voulait,6,1,5,9
sauver,6,1,5,9
ses,6,1,5,9
parents,6,1,5,9
Les,6,1,5,10
jours,6,1,5,10
se,6,1,5,10
passaient,6,1,5,10
on,6,1,5,10
sentait,6,1,5,10
que,6,1,5,10
rien,6,1,5,10
n'était,6,1,5,10
fini,6,1,5,10
on,6,1,5,10
attendait,6,1,5,10
la,6,1,5,10
fin,6,1,5,10
la,6,1,5,10
poitrine,6,1,5,10
oppressée,6,1,5,10
d'un,6,1,5,10
malaise,6,1,5,10
A,6,1,6,1
Montsou,6,1,6,1
dès,6,1,6,1
lors,6,1,6,1
les,6,1,6,1
bourgeois,6,1,6,1
s'éveillèrent,6,1,6,1
en,6,1,6,1
sursaut,6,1,6,1
chaque,6,1,6,1
nuit,6,1,6,1
les,6,1,6,1
oreilles,6,1,6,1
bourdonnantes,6,1,6,1
d'un,6,1,6,1
tocsin,6,1,6,1
imaginaire,6,1,6,1
les,6,1,6,1
narines,6,1,6,1
hantées,6,1,6,1
d'une,6,1,6,1
puanteur,6,1,6,1
de,6,1,6,1
poudre,6,1,6,1
Mais,6,1,6,2
ce,6,1,6,2
qui,6,1,6,2
acheva,6,1,6,2
de,6,1,6,2
leur,6,1,6,2
fêler,6,1,6,2
le,6,1,6,2
crâne,6,1,6,2
ce,6,1,6,2
fut,6,1,6,2
un,6,1,6,2
prône,6,1,6,2
de,6,1,6,2
leur,6,1,6,2
nouveau,6,1,6,2
curé,6,1,6,2
l'abbé,6,1,6,2
Ranvier,6,1,6,2
ce,6,1,6,2
prêtre,6,1,6,2
maigre,6,1,6,2
aux,6,1,6,2
yeux,6,1,6,2
de,6,1,6,2
braise,6,1,6,2
rouge,6,1,6,2
qui,6,1,6,2
succédait,6,1,6,2
à,6,1,6,2
l'abbé,6,1,6,2
Joire,6,1,6,2
Comme,6,1,6,3
on,6,1,6,3
était,6,1,6,3
loin,6,1,6,3
de,6,1,6,3
la,6,1,6,3
discrétion,6,1,6,3
souriante,6,1,6,3
de,6,1,6,3
celui-ci,6,1,6,3
de,6,1,6,3
son,6,1,6,3
unique,6,1,6,3
soin,6,1,6,3
d'homme,6,1,6,3
gras,6,1,6,3
et,6,1,6,3
doux,6,1,6,3
à,6,1,6,3
vivre,6,1,6,3
en,6,1,6,3
paix,6,1,6,3
avec,6,1,6,3
tout,6,1,6,3
le,6,1,6,3
monde,6,1,6,3
Est-ce,6,1,6,4
que,6,1,6,4
l'abbé,6,1,6,4
Ranvier,6,1,6,4
ne,6,1,6,4
s'était,6,1,6,4
pas,6,1,6,4
permis,6,1,6,4
de,6,1,6,4
prendre,6,1,6,4
la,6,1,6,4
défense,6,1,6,4
des,6,1,6,4
abominables,6,1,6,4
brigands,6,1,6,4
en,6,1,6,4
train,6,1,6,4
de,6,1,6,4
déshonorer,6,1,6,4
la,6,1,6,4
région,6,1,6,4
Il,6,1,6,5
trouvait,6,1,6,5
des,6,1,6,5
excuses,6,1,6,5
aux,6,1,6,5
scélératesses,6,1,6,5
des,6,1,6,5
grévistes,6,1,6,5
il,6,1,6,5
attaquait,6,1,6,5
violemment,6,1,6,5
la,6,1,6,5
bourgeoisie,6,1,6,5
sur,6,1,6,5
laquelle,6,1,6,5
il,6,1,6,5
rejetait,6,1,6,5
toutes,6,1,6,5
les,6,1,6,5
responsabilités,6,1,6,5
C'était,6,1,6,6
la,6,1,6,6
bourgeoisie,6,1,6,6
qui,6,1,6,6
en,6,1,6,6
dépossédant,6,1,6,6
l'Eglise,6,1,6,6
de,6,1,6,6
ses,6,1,6,6
libertés,6,1,6,6
antiques,6,1,6,6
pour,6,1,6,6
en,6,1,6,6
mésuser,6,1,6,6
elle-même,6,1,6,6
avait,6,1,6,6
fait,6,1,6,6
de,6,1,6,6
ce,6,1,6,6
monde,6,1,6,6
un,6,1,6,6
lieu,6,1,6,6
maudit,6,1,6,6
d'injustice,6,1,6,6
et,6,1,6,6
de,6,1,6,6
souffrance,6,1,6,6
c'était,6,1,6,6
elle,6,1,6,6
qui,6,1,6,6
prolongeait,6,1,6,6
les,6,1,6,6
malentendus,6,1,6,6
qui,6,1,6,6
poussait,6,1,6,6
à,6,1,6,6
une,6,1,6,6
catastrophe,6,1,6,6
effroyable,6,1,6,6
par,6,1,6,6
son,6,1,6,6
athéisme,6,1,6,6
par,6,1,6,6
son,6,1,6,6
refus,6,1,6,6
d'en,6,1,6,6
revenir,6,1,6,6
aux,6,1,6,6
croyances,6,1,6,6
aux,6,1,6,6
traditions,6,1,6,6
fraternelles,6,1,6,6
des,6,1,6,6
premiers,6,1,6,6
chrétiens,6,1,6,6
Et,6,1,6,7
il,6,1,6,7
avait,6,1,6,7
osé,6,1,6,7
menacer,6,1,6,7
les,6,1,6,7
riches,6,1,6,7
il,6,1,6,7
les,6,1,6,7
avait,6,1,6,7
avertis,6,1,6,7
que,6,1,6,7
s'ils,6,1,6,7
s'entêtaient,6,1,6,7
davantage,6,1,6,7
à,6,1,6,7
ne,6,1,6,7
pas,6,1,6,7
écouter,6,1,6,7
la,6,1,6,7
voix,6,1,6,7
de,6,1,6,7
Dieu,6,1,6,7
sûrement,6,1,6,7
Dieu,6,1,6,7
se,6,1,6,7
mettrait,6,1,6,7
du,6,1,6,7
côté,6,1,6,7
des,6,1,6,7
pauvres,6,1,6,7
il,6,1,6,7
reprendrait,6,1,6,7
leurs,6,1,6,7
fortunes,6,1,6,7
aux,6,1,6,7
jouisseurs,6,1,6,7
incrédules,6,1,6,7
il,6,1,6,7
les,6,1,6,7
distribuerait,6,1,6,7
aux,6,1,6,7
humbles,6,1,6,7
de,6,1,6,7
la,6,1,6,7
terre,6,1,6,7
pour,6,1,6,7
le,6,1,6,7
triomphe,6,1,6,7
de,6,1,6,7
sa,6,1,6,7
gloire,6,1,6,7
Les,6,1,6,8
dévotes,6,1,6,8
en,6,1,6,8
tremblaient,6,1,6,8
le,6,1,6,8
notaire,6,1,6,8
déclarait,6,1,6,8
qu'il,6,1,6,8
y,6,1,6,8
avait,6,1,6,8
là,6,1,6,8
du,6,1,6,8
pire,6,1,6,8
socialisme,6,1,6,8
tous,6,1,6,8
voyaient,6,1,6,8
le,6,1,6,8
curé,6,1,6,8
à,6,1,6,8
la,6,1,6,8
tête,6,1,6,8
d'une,6,1,6,8
bande,6,1,6,8
brandissant,6,1,6,8
une,6,1,6,8
croix,6,1,6,8
démolissant,6,1,6,8
la,6,1,6,8
société,6,1,6,8
bourgeoise,6,1,6,8
de,6,1,6,8
89,6,1,6,8
à,6,1,6,8
grands,6,1,6,8
coups,6,1,6,8
M,6,1,7,1
Hennebeau,6,1,7,1
averti,6,1,7,1
se,6,1,7,1
contenta,6,1,7,1
de,6,1,7,1
dire,6,1,7,1
avec,6,1,7,1
un,6,1,7,1
haussement,6,1,7,1
d'épaules,6,1,7,1
S'il,6,1,8,1
nous,6,1,8,1
ennuie,6,1,8,1
trop,6,1,8,1
l'évêque,6,1,8,1
nous,6,1,8,1
en,6,1,8,1
débarrassera,6,1,8,1
Et,6,1,9,1
pendant,6,1,9,1
que,6,1,9,1
la,6,1,9,1
panique,6,1,9,1
soufflait,6,1,9,1
ainsi,6,1,9,1
d'un,6,1,9,1
bout,6,1,9,1
à,6,1,9,1
l'autre,6,1,9,1
de,6,1,9,1
la,6,1,9,1
plaine,6,1,9,1
Etienne,6,1,9,1
habitait,6,1,9,1
sous,6,1,9,1
terre,6,1,9,1
au,6,1,9,1
fond,6,1,9,1
de,6,1,9,1
Réquillart,6,1,9,1
le,6,1,9,1
terrier,6,1,9,1
à,6,1,9,1
Jeanlin,6,1,9,1
C'était,6,1,9,2
là,6,1,9,2
qu'il,6,1,9,2
se,6,1,9,2
cachait,6,1,9,2
personne,6,1,9,2
ne,6,1,9,2
le,6,1,9,2
croyait,6,1,9,2
si,6,1,9,2
proche,6,1,9,2
l'audace,6,1,9,2
tranquille,6,1,9,2
de,6,1,9,2
ce,6,1,9,2
refuge,6,1,9,2
dans,6,1,9,2
la,6,1,9,2
mine,6,1,9,2
même,6,1,9,2
dans,6,1,9,2
cette,6,1,9,2
voie,6,1,9,2
abandonnée,6,1,9,2
du,6,1,9,2
vieux,6,1,9,2
puits,6,1,9,2
avait,6,1,9,2
déjoué,6,1,9,2
les,6,1,9,2
recherches,6,1,9,2
En,6,1,9,3
haut,6,1,9,3
les,6,1,9,3
prunelliers,6,1,9,3
et,6,1,9,3
les,6,1,9,3
aubépines,6,1,9,3
poussés,6,1,9,3
parmi,6,1,9,3
les,6,1,9,3
charpentes,6,1,9,3
abattues,6,1,9,3
du,6,1,9,3
beffroi,6,1,9,3
bouchaient,6,1,9,3
le,6,1,9,3
trou,6,1,9,3
on,6,1,9,3
ne,6,1,9,3
s'y,6,1,9,3
risquait,6,1,9,3
plus,6,1,9,3
il,6,1,9,3
fallait,6,1,9,3
connaître,6,1,9,3
la,6,1,9,3
manoeuvre,6,1,9,3
se,6,1,9,3
prendre,6,1,9,3
aux,6,1,9,3
racines,6,1,9,3
du,6,1,9,3
sorbier,6,1,9,3
se,6,1,9,3
laisser,6,1,9,3
tomber,6,1,9,3
sans,6,1,9,3
peur,6,1,9,3
pour,6,1,9,3
atteindre,6,1,9,3
les,6,1,9,3
échelons,6,1,9,3
solides,6,1,9,3
encore,6,1,9,3
et,6,1,9,3
d'autres,6,1,9,3
obstacles,6,1,9,3
le,6,1,9,3
protégeaient,6,1,9,3
la,6,1,9,3
chaleur,6,1,9,3
suffocante,6,1,9,3
du,6,1,9,3
goyot,6,1,9,3
cent,6,1,9,3
vingt,6,1,9,3
mètres,6,1,9,3
d'une,6,1,9,3
descente,6,1,9,3
dangereuse,6,1,9,3
puis,6,1,9,3
le,6,1,9,3
pénible,6,1,9,3
glissement,6,1,9,3
à,6,1,9,3
plat,6,1,9,3
ventre,6,1,9,3
d'un,6,1,9,3
quart,6,1,9,3
de,6,1,9,3
lieue,6,1,9,3
entre,6,1,9,3
les,6,1,9,3
parois,6,1,9,3
resserrées,6,1,9,3
de,6,1,9,3
la,6,1,9,3
galerie,6,1,9,3
avant,6,1,9,3
de,6,1,9,3
découvrir,6,1,9,3
la,6,1,9,3
caverne,6,1,9,3
scélérate,6,1,9,3
emplie,6,1,9,3
de,6,1,9,3
rapines,6,1,9,3
Il,6,1,9,4
y,6,1,9,4
vivait,6,1,9,4
au,6,1,9,4
milieu,6,1,9,4
de,6,1,9,4
l'abondance,6,1,9,4
il,6,1,9,4
y,6,1,9,4
avait,6,1,9,4
trouvé,6,1,9,4
du,6,1,9,4
genièvre,6,1,9,4
le,6,1,9,4
reste,6,1,9,4
de,6,1,9,4
la,6,1,9,4
morue,6,1,9,4
sèche,6,1,9,4
des,6,1,9,4
provisions,6,1,9,4
de,6,1,9,4
toutes,6,1,9,4
sortes,6,1,9,4
Le,6,1,9,5
grand,6,1,9,5
lit,6,1,9,5
de,6,1,9,5
foin,6,1,9,5
était,6,1,9,5
excellent,6,1,9,5
on,6,1,9,5
ne,6,1,9,5
sentait,6,1,9,5
pas,6,1,9,5
un,6,1,9,5
courant,6,1,9,5
d'air,6,1,9,5
dans,6,1,9,5
cette,6,1,9,5
température,6,1,9,5
égale,6,1,9,5
d'une,6,1,9,5
tiédeur,6,1,9,5
de,6,1,9,5
bain,6,1,9,5
Seule,6,1,9,6
la,6,1,9,6
lumière,6,1,9,6
menaçait,6,1,9,6
de,6,1,9,6
manquer,6,1,9,6
Jeanlin,6,1,9,7
qui,6,1,9,7
s'était,6,1,9,7
fait,6,1,9,7
son,6,1,9,7
pourvoyeur,6,1,9,7
avec,6,1,9,7
une,6,1,9,7
prudence,6,1,9,7
et,6,1,9,7
une,6,1,9,7
discrétion,6,1,9,7
de,6,1,9,7
sauvage,6,1,9,7
ravi,6,1,9,7
de,6,1,9,7
se,6,1,9,7
moquer,6,1,9,7
des,6,1,9,7
gendarmes,6,1,9,7
lui,6,1,9,7
apportait,6,1,9,7
jusqu'à,6,1,9,7
de,6,1,9,7
la,6,1,9,7
pommade,6,1,9,7
mais,6,1,9,7
ne,6,1,9,7
pouvait,6,1,9,7
arriver,6,1,9,7
à,6,1,9,7
mettre,6,1,9,7
la,6,1,9,7
main,6,1,9,7
sur,6,1,9,7
un,6,1,9,7
paquet,6,1,9,7
de,6,1,9,7
chandelles,6,1,9,7
Dès,6,1,10,1
le,6,1,10,1
cinquième,6,1,10,1
jour,6,1,10,1
Etienne,6,1,10,1
n'alluma,6,1,10,1
plus,6,1,10,1
que,6,1,10,1
pour,6,1,10,1
manger,6,1,10,1
Les,6,1,10,2
morceaux,6,1,10,2
ne,6,1,10,2
passaient,6,1,10,2
pas,6,1,10,2
lorsqu'il,6,1,10,2
les,6,1,10,2
avalait,6,1,10,2
dans,6,1,10,2
la,6,1,10,2
nuit,6,1,10,2
Cette,6,1,10,3
nuit,6,1,10,3
interminable,6,1,10,3
complète,6,1,10,3
toujours,6,1,10,3
du,6,1,10,3
même,6,1,10,3
noir,6,1,10,3
était,6,1,10,3
sa,6,1,10,3
grande,6,1,10,3
souffrance,6,1,10,3
Il,6,1,10,4
avait,6,1,10,4
beau,6,1,10,4
dormir,6,1,10,4
en,6,1,10,4
sûreté,6,1,10,4
être,6,1,10,4
pourvu,6,1,10,4
de,6,1,10,4
pain,6,1,10,4
avoir,6,1,10,4
chaud,6,1,10,4
jamais,6,1,10,4
la,6,1,10,4
nuit,6,1,10,4
n'avait,6,1,10,4
pesé,6,1,10,4
si,6,1,10,4
lourdement,6,1,10,4
à,6,1,10,4
son,6,1,10,4
crâne,6,1,10,4
Elle,6,1,10,5
lui,6,1,10,5
semblait,6,1,10,5
être,6,1,10,5
comme,6,1,10,5
l'écrasement,6,1,10,5
même,6,1,10,5
de,6,1,10,5
ses,6,1,10,5
pensées,6,1,10,5
Maintenant,6,1,10,6
voilà,6,1,10,6
qu'il,6,1,10,6
vivait,6,1,10,6
de,6,1,10,6
vols,6,1,10,6
Malgré,6,1,10,7
ses,6,1,10,7
théories,6,1,10,7
communistes,6,1,10,7
les,6,1,10,7
vieux,6,1,10,7
scrupules,6,1,10,7
d'éducation,6,1,10,7
se,6,1,10,7
soulevaient,6,1,10,7
il,6,1,10,7
se,6,1,10,7
contentait,6,1,10,7
de,6,1,10,7
pain,6,1,10,7
sec,6,1,10,7
rognait,6,1,10,7
sa,6,1,10,7
portion,6,1,10,7
Mais,6,1,10,8
comment,6,1,10,8
faire,6,1,10,8
il,6,1,10,9
fallait,6,1,10,9
bien,6,1,10,9
vivre,6,1,10,9
sa,6,1,10,9
tâche,6,1,10,9
n'était,6,1,10,9
pas,6,1,10,9
remplie,6,1,10,9
Une,6,1,10,10
autre,6,1,10,10
honte,6,1,10,10
l'accablait,6,1,10,10
le,6,1,10,10
remords,6,1,10,10
de,6,1,10,10
cette,6,1,10,10
ivresse,6,1,10,10
sauvage,6,1,10,10
du,6,1,10,10
genièvre,6,1,10,10
bu,6,1,10,10
dans,6,1,10,10
le,6,1,10,10
grand,6,1,10,10
froid,6,1,10,10
l'estomac,6,1,10,10
vide,6,1,10,10
et,6,1,10,10
qui,6,1,10,10
l'avait,6,1,10,10
jeté,6,1,10,10
sur,6,1,10,10
Chaval,6,1,10,10
armé,6,1,10,10
d'un,6,1,10,10
couteau,6,1,10,10
Cela,6,1,10,11
remuait,6,1,10,11
en,6,1,10,11
lui,6,1,10,11
tout,6,1,10,11
un,6,1,10,11
inconnu,6,1,10,11
d'épouvante,6,1,10,11
le,6,1,10,11
mal,6,1,10,11
héréditaire,6,1,10,11
la,6,1,10,11
longue,6,1,10,11
hérédité,6,1,10,11
de,6,1,10,11
saoulerie,6,1,10,11
ne,6,1,10,11
tolérant,6,1,10,11
plus,6,1,10,11
