Mots,Partie,Chapitre,Paragraphe,Phrase
ras,1,1,4,6
du,1,1,4,6
sol,1,1,4,6
un,1,1,4,6
autre,1,1,4,6
spectacle,1,1,4,6
venait,1,1,4,6
de,1,1,4,6
l'arrêter,1,1,4,6
C'était,1,1,4,7
une,1,1,4,7
masse,1,1,4,7
lourde,1,1,4,7
un,1,1,4,7
tas,1,1,4,7
écrasé,1,1,4,7
de,1,1,4,7
constructions,1,1,4,7
d'où,1,1,4,7
se,1,1,4,7
dressait,1,1,4,7
la,1,1,4,7
silhouette,1,1,4,7
d'une,1,1,4,7
cheminée,1,1,4,7
d'usine,1,1,4,7
de,1,1,4,7
rares,1,1,4,7
lueurs,1,1,4,7
sortaient,1,1,4,7
des,1,1,4,7
fenêtres,1,1,4,7
encrassées,1,1,4,7
cinq,1,1,4,7
ou,1,1,4,7
six,1,1,4,7
lanternes,1,1,4,7
tristes,1,1,4,7
étaient,1,1,4,7
pendues,1,1,4,7
dehors,1,1,4,7
à,1,1,4,7
des,1,1,4,7
charpentes,1,1,4,7
dont,1,1,4,7
les,1,1,4,7
bois,1,1,4,7
noircis,1,1,4,7
alignaient,1,1,4,7
vaguement,1,1,4,7
des,1,1,4,7
profils,1,1,4,7
de,1,1,4,7
tréteaux,1,1,4,7
gigantesques,1,1,4,7
et,1,1,4,7
de,1,1,4,7
cette,1,1,4,7
apparition,1,1,4,7
fantastique,1,1,4,7
noyée,1,1,4,7
de,1,1,4,7
nuit,1,1,4,7
et,1,1,4,7
de,1,1,4,7
fumée,1,1,4,7
une,1,1,4,7
seule,1,1,4,7
voix,1,1,4,7
montait,1,1,4,7
la,1,1,4,7
respiration,1,1,4,7
grosse,1,1,4,7
et,1,1,4,7
longue,1,1,4,7
d'un,1,1,4,7
échappement,1,1,4,7
de,1,1,4,7
vapeur,1,1,4,7
qu'on,1,1,4,7
ne,1,1,4,7
voyait,1,1,4,7
point,1,1,4,7
Alors,1,1,5,1
l'homme,1,1,5,1
reconnut,1,1,5,1
une,1,1,5,1
fosse,1,1,5,1
Il,1,1,5,2
fut,1,1,5,2
repris,1,1,5,2
de,1,1,5,2
honte,1,1,5,2
à,1,1,5,2
quoi,1,1,5,2
bon,1,1,5,2
il,1,1,5,3
n'y,1,1,5,3
aurait,1,1,5,3
pas,1,1,5,3
de,1,1,5,3
travail,1,1,5,3
Au,1,1,5,4
lieu,1,1,5,4
de,1,1,5,4
se,1,1,5,4
diriger,1,1,5,4
vers,1,1,5,4
les,1,1,5,4
bâtiments,1,1,5,4
il,1,1,5,4
se,1,1,5,4
risqua,1,1,5,4
enfin,1,1,5,4
à,1,1,5,4
gravir,1,1,5,4
le,1,1,5,4
terri,1,1,5,4
sur,1,1,5,4
lequel,1,1,5,4
brûlaient,1,1,5,4
les,1,1,5,4
trois,1,1,5,4
feux,1,1,5,4
de,1,1,5,4
houille,1,1,5,4
dans,1,1,5,4
des,1,1,5,4
corbeilles,1,1,5,4
de,1,1,5,4
fonte,1,1,5,4
pour,1,1,5,4
éclairer,1,1,5,4
et,1,1,5,4
réchauffer,1,1,5,4
la,1,1,5,4
besogne,1,1,5,4
Les,1,1,5,5
ouvriers,1,1,5,5
de,1,1,5,5
la,1,1,5,5
coupe,1,1,5,5
à,1,1,5,5
terre,1,1,5,5
avaient,1,1,5,5
dû,1,1,5,5
travailler,1,1,5,5
tard,1,1,5,5
on,1,1,5,5
sortait,1,1,5,5
encore,1,1,5,5
les,1,1,5,5
débris,1,1,5,5
inutiles,1,1,5,5
Maintenant,1,1,5,6
il,1,1,5,6
entendait,1,1,5,6
les,1,1,5,6
moulineurs,1,1,5,6
pousser,1,1,5,6
les,1,1,5,6
trains,1,1,5,6
sur,1,1,5,6
les,1,1,5,6
tréteaux,1,1,5,6
il,1,1,5,6
distinguait,1,1,5,6
des,1,1,5,6
ombres,1,1,5,6
vivantes,1,1,5,6
culbutant,1,1,5,6
les,1,1,5,6
berlines,1,1,5,6
près,1,1,5,6
de,1,1,5,6
chaque,1,1,5,6
feu,1,1,5,6
Bonjour,1,1,6,1
dit-il,1,1,6,1
en,1,1,6,1
s'approchant,1,1,6,1
d'une,1,1,6,1
des,1,1,6,1
corbeilles,1,1,6,1
Tournant,1,1,7,1
le,1,1,7,1
dos,1,1,7,1
au,1,1,7,1
brasier,1,1,7,1
le,1,1,7,1
charretier,1,1,7,1
était,1,1,7,1
debout,1,1,7,1
un,1,1,7,1
vieillard,1,1,7,1
vêtu,1,1,7,1
d'un,1,1,7,1
tricot,1,1,7,1
de,1,1,7,1
laine,1,1,7,1
violette,1,1,7,1
coiffé,1,1,7,1
d'une,1,1,7,1
casquette,1,1,7,1
en,1,1,7,1
poil,1,1,7,1
de,1,1,7,1
lapin,1,1,7,1
pendant,1,1,7,1
que,1,1,7,1
son,1,1,7,1
cheval,1,1,7,1
un,1,1,7,1
gros,1,1,7,1
cheval,1,1,7,1
jaune,1,1,7,1
attendait,1,1,7,1
dans,1,1,7,1
une,1,1,7,1
immobilité,1,1,7,1
de,1,1,7,1
pierre,1,1,7,1
qu'on,1,1,7,1
eût,1,1,7,1
vidé,1,1,7,1
les,1,1,7,1
six,1,1,7,1
berlines,1,1,7,1
montées,1,1,7,1
par,1,1,7,1
lui,1,1,7,1
Le,1,1,7,2
manoeuvre,1,1,7,2
employé,1,1,7,2
au,1,1,7,2
culbuteur,1,1,7,2
un,1,1,7,2
gaillard,1,1,7,2
roux,1,1,7,2
et,1,1,7,2
efflanqué,1,1,7,2
ne,1,1,7,2
se,1,1,7,2
pressait,1,1,7,2
guère,1,1,7,2
pesait,1,1,7,2
sur,1,1,7,2
le,1,1,7,2
levier,1,1,7,2
d'une,1,1,7,2
main,1,1,7,2
endormie,1,1,7,2
Et,1,1,7,3
là-haut,1,1,7,3
le,1,1,7,3
vent,1,1,7,3
redoublait,1,1,7,3
une,1,1,7,3
bise,1,1,7,3
glaciale,1,1,7,3
dont,1,1,7,3
les,1,1,7,3
grandes,1,1,7,3
haleines,1,1,7,3
régulières,1,1,7,3
passaient,1,1,7,3
comme,1,1,7,3
des,1,1,7,3
coups,1,1,7,3
de,1,1,7,3
faux,1,1,7,3
Bonjour,1,1,8,1
répondit,1,1,8,1
le,1,1,8,1
vieux,1,1,8,1
Un,1,1,9,1
silence,1,1,9,1
se,1,1,9,1
fit,1,1,9,1
L'homme,1,1,9,2
qui,1,1,9,2
se,1,1,9,2
sentait,1,1,9,2
regardé,1,1,9,2
d'un,1,1,9,2
oeil,1,1,9,2
méfiant,1,1,9,2
dit,1,1,9,2
son,1,1,9,2
nom,1,1,9,2
tout,1,1,9,2
de,1,1,9,2
suite,1,1,9,2
Je,1,1,10,1
me,1,1,10,1
nomme,1,1,10,1
Etienne,1,1,10,1
Lantier,1,1,10,1
je,1,1,10,1
suis,1,1,10,1
machineur,1,1,10,1
Il,1,1,10,1
n'y,1,1,10,1
a,1,1,10,1
pas,1,1,10,1
de,1,1,10,1
travail,1,1,10,1
ici,1,1,10,1
Les,1,1,11,1
flammes,1,1,11,1
l'éclairaient,1,1,11,1
il,1,1,11,1
devait,1,1,11,1
avoir,1,1,11,1
vingt,1,1,11,1
et,1,1,11,1
un,1,1,11,1
ans,1,1,11,1
très,1,1,11,1
brun,1,1,11,1
joli,1,1,11,1
homme,1,1,11,1
l'air,1,1,11,1
fort,1,1,11,1
malgré,1,1,11,1
ses,1,1,11,1
membres,1,1,11,1
menus,1,1,11,1
Rassuré,1,1,12,1
le,1,1,12,1
charretier,1,1,12,1
hochait,1,1,12,1
la,1,1,12,1
tête,1,1,12,1
Du,1,1,13,1
travail,1,1,13,1
pour,1,1,13,1
un,1,1,13,1
machineur,1,1,13,1
non,1,1,13,1
non,1,1,13,1
Il,1,1,13,1
s'en,1,1,13,1
est,1,1,13,1
encore,1,1,13,1
présenté,1,1,13,1
deux,1,1,13,1
hier,1,1,13,1
Il,1,1,13,2
n'y,1,1,13,2
a,1,1,13,2
rien,1,1,13,2
Une,1,1,14,1
rafale,1,1,14,1
leur,1,1,14,1
coupa,1,1,14,1
la,1,1,14,1
parole,1,1,14,1
Puis,1,1,14,2
Etienne,1,1,14,2
demanda,1,1,14,2
en,1,1,14,2
montrant,1,1,14,2
le,1,1,14,2
tas,1,1,14,2
sombre,1,1,14,2
des,1,1,14,2
constructions,1,1,14,2
au,1,1,14,2
pied,1,1,14,2
du,1,1,14,2
terri,1,1,14,2
C'est,1,1,15,1
une,1,1,15,1
fosse,1,1,15,1
n'est-ce,1,1,15,1
pas,1,1,15,1
Le,1,1,16,1
vieux,1,1,16,1
cette,1,1,16,1
fois,1,1,16,1
ne,1,1,16,1
put,1,1,16,1
répondre,1,1,16,1
Un,1,1,16,2
violent,1,1,16,2
accès,1,1,16,2
de,1,1,16,2
toux,1,1,16,2
l'étranglait,1,1,16,2
Enfin,1,1,16,3
il,1,1,16,3
cracha,1,1,16,3
et,1,1,16,3
son,1,1,16,3
crachat,1,1,16,3
sur,1,1,16,3
le,1,1,16,3
sol,1,1,16,3
empourpré,1,1,16,3
laissa,1,1,16,3
une,1,1,16,3
tache,1,1,16,3
noire,1,1,16,3
Oui,1,1,17,1
une,1,1,17,1
fosse,1,1,17,1
le,1,1,17,1
Voreux,1,1,17,1
Tenez,1,1,17,1
le,1,1,17,2
coron,1,1,17,2
est,1,1,17,2
tout,1,1,17,2
près,1,1,17,2
A,1,1,18,1
son,1,1,18,1
tour,1,1,18,1
de,1,1,18,1
son,1,1,18,1
bras,1,1,18,1
tendu,1,1,18,1
il,1,1,18,1
désignait,1,1,18,1
dans,1,1,18,1
la,1,1,18,1
nuit,1,1,18,1
le,1,1,18,1
village,1,1,18,1
dont,1,1,18,1
le,1,1,18,1
jeune,1,1,18,1
homme,1,1,18,1
avait,1,1,18,1
deviné,1,1,18,1
les,1,1,18,1
toitures,1,1,18,1
Mais,1,1,18,2
les,1,1,18,2
six,1,1,18,2
berlines,1,1,18,2
étaient,1,1,18,2
vides,1,1,18,2
il,1,1,18,2
les,1,1,18,2
suivit,1,1,18,2
sans,1,1,18,2
un,1,1,18,2
claquement,1,1,18,2
de,1,1,18,2
fouet,1,1,18,2
les,1,1,18,2
jambes,1,1,18,2
raidies,1,1,18,2
par,1,1,18,2
des,1,1,18,2
rhumatismes,1,1,18,2
tandis,1,1,18,2
que,1,1,18,2
le,1,1,18,2
gros,1,1,18,2
cheval,1,1,18,2
jaune,1,1,18,2
repartait,1,1,18,2
tout,1,1,18,2
seul,1,1,18,2
tirait,1,1,18,2
pesamment,1,1,18,2
entre,1,1,18,2
les,1,1,18,2
rails,1,1,18,2
sous,1,1,18,2
une,1,1,18,2
nouvelle,1,1,18,2
bourrasque,1,1,18,2
qui,1,1,18,2
lui,1,1,18,2
hérissait,1,1,18,2
le,1,1,18,2
poil,1,1,18,2
Le,1,1,19,1
Voreux,1,1,19,1
à,1,1,19,1
présent,1,1,19,1
sortait,1,1,19,1
du,1,1,19,1
rêve,1,1,19,1
Etienne,1,1,19,2
qui,1,1,19,2
s'oubliait,1,1,19,2
devant,1,1,19,2
le,1,1,19,2
brasier,1,1,19,2
à,1,1,19,2
chauffer,1,1,19,2
ses,1,1,19,2
pauvres,1,1,19,2
mains,1,1,19,2
saignantes,1,1,19,2
regardait,1,1,19,2
retrouvait,1,1,19,2
chaque,1,1,19,2
partie,1,1,19,2
de,1,1,19,2
la,1,1,19,2
fosse,1,1,19,2
le,1,1,19,2
hangar,1,1,19,2
goudronné,1,1,19,2
du,1,1,19,2
criblage,1,1,19,2
le,1,1,19,2
beffroi,1,1,19,2
du,1,1,19,2
puits,1,1,19,2
la,1,1,19,2
vaste,1,1,19,2
chambre,1,1,19,2
de,1,1,19,2
la,1,1,19,2
machine,1,1,19,2
d'extraction,1,1,19,2
la,1,1,19,2
tourelle,1,1,19,2
carrée,1,1,19,2
de,1,1,19,2
la,1,1,19,2
pompe,1,1,19,2
d'épuisement,1,1,19,2
Cette,1,1,19,3
fosse,1,1,19,3
tassée,1,1,19,3
au,1,1,19,3
fond,1,1,19,3
d'un,1,1,19,3
creux,1,1,19,3
avec,1,1,19,3
ses,1,1,19,3
constructions,1,1,19,3
trapues,1,1,19,3
de,1,1,19,3
briques,1,1,19,3
dressant,1,1,19,3
sa,1,1,19,3
cheminée,1,1,19,3
comme,1,1,19,3
une,1,1,19,3
corne,1,1,19,3
menaçante,1,1,19,3
lui,1,1,19,3
semblait,1,1,19,3
avoir,1,1,19,3
un,1,1,19,3
air,1,1,19,3
mauvais,1,1,19,3
de,1,1,19,3
bête,1,1,19,3
goulue,1,1,19,3
accroupie,1,1,19,3
là,1,1,19,3
pour,1,1,19,3
manger,1,1,19,3
le,1,1,19,3
monde,1,1,19,3
Tout,1,1,19,4
en,1,1,19,4
l'examinant,1,1,19,4
il,1,1,19,4
songeait,1,1,19,4
à,1,1,19,4
lui,1,1,19,4
à,1,1,19,4
son,1,1,19,4
existence,1,1,19,4
de,1,1,19,4
vagabond,1,1,19,4
depuis,1,1,19,4
huit,1,1,19,4
jours,1,1,19,4
qu'il,1,1,19,4
cherchait,1,1,19,4
une,1,1,19,4
place,1,1,19,4
il,1,1,19,4
se,1,1,19,4
revoyait,1,1,19,4
dans,1,1,19,4
son,1,1,19,4
atelier,1,1,19,4
du,1,1,19,4
chemin,1,1,19,4
de,1,1,19,4
fer,1,1,19,4
giflant,1,1,19,4
son,1,1,19,4
chef,1,1,19,4
chassé,1,1,19,4
de,1,1,19,4
Lille,1,1,19,4
chassé,1,1,19,4
de,1,1,19,4
partout,1,1,19,4
le,1,1,19,4
samedi,1,1,19,4
il,1,1,19,4
était,1,1,19,4
arrivé,1,1,19,4
à,1,1,19,4
Marchiennes,1,1,19,4
où,1,1,19,4
l'on,1,1,19,4
disait,1,1,19,4
qu'il,1,1,19,4
y,1,1,19,4
avait,1,1,19,4
du,1,1,19,4
travail,1,1,19,4
aux,1,1,19,4
Forges,1,1,19,4
et,1,1,19,4
rien,1,1,19,4
ni,1,1,19,4
aux,1,1,19,4
Forges,1,1,19,4
ni,1,1,19,4
chez,1,1,19,4
Sonneville,1,1,19,4
il,1,1,19,4
avait,1,1,19,4
dû,1,1,19,4
passer,1,1,19,4
le,1,1,19,4
dimanche,1,1,19,4
caché,1,1,19,4
sous,1,1,19,4
les,1,1,19,4
bois,1,1,19,4
d'un,1,1,19,4
chantier,1,1,19,4
de,1,1,19,4
charronnage,1,1,19,4
dont,1,1,19,4
le,1,1,19,4
surveillant,1,1,19,4
venait,1,1,19,4
de,1,1,19,4
l'expulser,1,1,19,4
à,1,1,19,4
deux,1,1,19,4
heures,1,1,19,4
de,1,1,19,4
la,1,1,19,4
nuit,1,1,19,4
Rien,1,1,19,5
plus,1,1,19,5
un,1,1,19,5
sou,1,1,19,5
pas,1,1,19,5
même,1,1,19,5
une,1,1,19,5
croûte,1,1,19,5
qu'allait-il,1,1,19,5
faire,1,1,19,5
ainsi,1,1,19,5
par,1,1,19,5
les,1,1,19,5
chemins,1,1,19,5
sans,1,1,19,5
but,1,1,19,5
ne,1,1,19,5
sachant,1,1,19,5
seulement,1,1,19,5
où,1,1,19,5
s'abriter,1,1,19,5
contre,1,1,19,5
la,1,1,19,5
bise,1,1,19,5
Oui,1,1,19,6
c'était,1,1,19,6
bien,1,1,19,6
une,1,1,19,6
fosse,1,1,19,6
les,1,1,19,6
rares,1,1,19,6
lanternes,1,1,19,6
éclairaient,1,1,19,6
le,1,1,19,6
carreau,1,1,19,6
une,1,1,19,6
porte,1,1,19,6
brusquement,1,1,19,6
ouverte,1,1,19,6
lui,1,1,19,6
avait,1,1,19,6
permis,1,1,19,6
d'entrevoir,1,1,19,6
les,1,1,19,6
foyers,1,1,19,6
des,1,1,19,6
générateurs,1,1,19,6
dans,1,1,19,6
une,1,1,19,6
clarté,1,1,19,6
vive,1,1,19,6
Il,1,1,19,7
s'expliquait,1,1,19,7
jusqu'à,1,1,19,7
l'échappement,1,1,19,7
de,1,1,19,7
la,1,1,19,7
pompe,1,1,19,7
cette,1,1,19,7
respiration,1,1,19,7
grosse,1,1,19,7
et,1,1,19,7
longue,1,1,19,7
soufflant,1,1,19,7
sans,1,1,19,7
relâche,1,1,19,7
qui,1,1,19,7
était,1,1,19,7
comme,1,1,19,7
l'haleine,1,1,19,7
engorgée,1,1,19,7
du,1,1,19,7
monstre,1,1,19,7
Le,1,1,20,1
manoeuvre,1,1,20,1
du,1,1,20,1
culbuteur,1,1,20,1
gonflant,1,1,20,1
le,1,1,20,1
dos,1,1,20,1
n'avait,1,1,20,1
pas,1,1,20,1
même,1,1,20,1
levé,1,1,20,1
les,1,1,20,1
yeux,1,1,20,1
sur,1,1,20,1
Etienne,1,1,20,1
et,1,1,20,1
celui-ci,1,1,20,1
allait,1,1,20,1
ramasser,1,1,20,1
son,1,1,20,1
petit,1,1,20,1
paquet,1,1,20,1
tombé,1,1,20,1
à,1,1,20,1
terre,1,1,20,1
lorsqu'un,1,1,20,1
accès,1,1,20,1
de,1,1,20,1
toux,1,1,20,1
annonça,1,1,20,1
le,1,1,20,1
retour,1,1,20,1
du,1,1,20,1
charretier,1,1,20,1
Lentement,1,1,20,2
on,1,1,20,2
le,1,1,20,2
vit,1,1,20,2
sortir,1,1,20,2
de,1,1,20,2
l'ombre,1,1,20,2
suivi,1,1,20,2
du,1,1,20,2
cheval,1,1,20,2
jaune,1,1,20,2
qui,1,1,20,2
montait,1,1,20,2
six,1,1,20,2
nouvelles,1,1,20,2
berlines,1,1,20,2
pleines,1,1,20,2
Il,1,1,21,1
y,1,1,21,1
a,1,1,21,1
des,1,1,21,1
fabriques,1,1,21,1
à,1,1,21,1
Montsou,1,1,21,1
demanda,1,1,21,2
le,1,1,21,2
jeune,1,1,21,2
homme,1,1,21,2
Le,1,1,22,1
vieux,1,1,22,1
cracha,1,1,22,1
noir,1,1,22,1
puis,1,1,22,1
répondit,1,1,22,1
dans,1,1,22,1
le,1,1,22,1
vent,1,1,22,1
Oh,1,1,23,1
ce,1,1,23,2
ne,1,1,23,2
sont,1,1,23,2
pas,1,1,23,2
les,1,1,23,2
fabriques,1,1,23,2
qui,1,1,23,2
manquent,1,1,23,2
Fallait,1,1,23,3
voir,1,1,23,3
ça,1,1,23,3
il,1,1,23,3
y,1,1,23,3
a,1,1,23,3
trois,1,1,23,3
ou,1,1,23,3
quatre,1,1,23,3
ans,1,1,23,3
Tout,1,1,23,4
ronflait,1,1,23,4
on,1,1,23,4
ne,1,1,23,4
pouvait,1,1,23,4
trouver,1,1,23,4
des,1,1,23,4
hommes,1,1,23,4
jamais,1,1,23,4
on,1,1,23,4
n'avait,1,1,23,4
tant,1,1,23,4
gagné,1,1,23,4
Et,1,1,23,5
voilà,1,1,23,5
qu'on,1,1,23,5
se,1,1,23,5
remet,1,1,23,5
à,1,1,23,5
se,1,1,23,5
serrer,1,1,23,5
le,1,1,23,5
ventre,1,1,23,5
Une,1,1,23,6
vraie,1,1,23,6
pitié,1,1,23,6
dans,1,1,23,6
le,1,1,23,6
pays,1,1,23,6
on,1,1,23,6
renvoie,1,1,23,6
le,1,1,23,6
monde,1,1,23,6
les,1,1,23,6
ateliers,1,1,23,6
ferment,1,1,23,6
les,1,1,23,6
uns,1,1,23,6
après,1,1,23,6
les,1,1,23,6
autres,1,1,23,6
Ce,1,1,23,6
n'est,1,1,23,6
peut-être,1,1,23,6
pas,1,1,23,6
la,1,1,23,6
faute,1,1,23,6
de,1,1,23,6
l'empereur,1,1,23,6
mais,1,1,23,6
pourquoi,1,1,23,6
va-t-il,1,1,23,6
se,1,1,23,6
battre,1,1,23,6
en,1,1,23,6
Amérique,1,1,23,6
Sans,1,1,23,7
compter,1,1,23,7
que,1,1,23,7
les,1,1,23,7
bêtes,1,1,23,7
meurent,1,1,23,7
du,1,1,23,7
choléra,1,1,23,7
comme,1,1,23,7
les,1,1,23,7
gens,1,1,23,7
Alors,1,1,24,1
en,1,1,24,1
courtes,1,1,24,1
phrases,1,1,24,1
l'haleine,1,1,24,1
coupée,1,1,24,1
tous,1,1,24,1
deux,1,1,24,1
continuèrent,1,1,24,1
à,1,1,24,1
se,1,1,24,1
