Mots,Partie,Chapitre,Paragraphe,Phrase
coller,7,1,4,1
à,7,1,4,1
profusion,7,1,4,1
sur,7,1,4,1
les,7,1,4,1
murs,7,1,4,1
On,7,1,4,2
y,7,1,4,2
lisait,7,1,4,2
ces,7,1,4,2
quelques,7,1,4,2
lignes,7,1,4,2
en,7,1,4,2
très,7,1,4,2
gros,7,1,4,2
caractères,7,1,4,2
Ouvriers,7,1,4,2
de,7,1,4,2
Montsou,7,1,4,2
nous,7,1,4,2
ne,7,1,4,2
voulons,7,1,4,2
pas,7,1,4,2
que,7,1,4,2
les,7,1,4,2
égarements,7,1,4,2
dont,7,1,4,2
vous,7,1,4,2
avez,7,1,4,2
vu,7,1,4,2
ces,7,1,4,2
jours,7,1,4,2
derniers,7,1,4,2
les,7,1,4,2
tristes,7,1,4,2
effets,7,1,4,2
privent,7,1,4,2
de,7,1,4,2
leurs,7,1,4,2
moyens,7,1,4,2
d'existence,7,1,4,2
les,7,1,4,2
ouvriers,7,1,4,2
sages,7,1,4,2
et,7,1,4,2
de,7,1,4,2
bonne,7,1,4,2
volonté,7,1,4,2
Nous,7,1,4,3
rouvrirons,7,1,4,3
donc,7,1,4,3
toutes,7,1,4,3
les,7,1,4,3
fosses,7,1,4,3
lundi,7,1,4,3
matin,7,1,4,3
et,7,1,4,3
lorsque,7,1,4,3
le,7,1,4,3
travail,7,1,4,3
sera,7,1,4,3
repris,7,1,4,3
nous,7,1,4,3
examinerons,7,1,4,3
avec,7,1,4,3
soin,7,1,4,3
et,7,1,4,3
bienveillance,7,1,4,3
les,7,1,4,3
situations,7,1,4,3
qu'il,7,1,4,3
pourrait,7,1,4,3
y,7,1,4,3
avoir,7,1,4,3
lieu,7,1,4,3
d'améliorer,7,1,4,3
Nous,7,1,4,4
ferons,7,1,4,4
enfin,7,1,4,4
tout,7,1,4,4
ce,7,1,4,4
qu'il,7,1,4,4
sera,7,1,4,4
juste,7,1,4,4
et,7,1,4,4
possible,7,1,4,4
de,7,1,4,4
faire,7,1,4,4
En,7,1,4,5
une,7,1,4,5
matinée,7,1,4,5
les,7,1,4,5
dix,7,1,4,5
mille,7,1,4,5
charbonniers,7,1,4,5
défilèrent,7,1,4,5
devant,7,1,4,5
ces,7,1,4,5
affiches,7,1,4,5
Pas,7,1,4,6
un,7,1,4,6
ne,7,1,4,6
parlait,7,1,4,6
beaucoup,7,1,4,6
hochaient,7,1,4,6
la,7,1,4,6
tête,7,1,4,6
d'autres,7,1,4,6
s'en,7,1,4,6
allaient,7,1,4,6
de,7,1,4,6
leur,7,1,4,6
pas,7,1,4,6
traînard,7,1,4,6
sans,7,1,4,6
qu'un,7,1,4,6
pli,7,1,4,6
de,7,1,4,6
leur,7,1,4,6
visage,7,1,4,6
immobile,7,1,4,6
eût,7,1,4,6
bougé,7,1,4,6
Jusque-là,7,1,5,1
le,7,1,5,1
coron,7,1,5,1
des,7,1,5,1
Deux-Cent-Quarante,7,1,5,1
s'était,7,1,5,1
obstiné,7,1,5,1
dans,7,1,5,1
sa,7,1,5,1
résistance,7,1,5,1
farouche,7,1,5,1
Il,7,1,5,2
semblait,7,1,5,2
que,7,1,5,2
le,7,1,5,2
sang,7,1,5,2
des,7,1,5,2
camarades,7,1,5,2
qui,7,1,5,2
avait,7,1,5,2
rougi,7,1,5,2
la,7,1,5,2
boue,7,1,5,2
de,7,1,5,2
la,7,1,5,2
fosse,7,1,5,2
en,7,1,5,2
barrait,7,1,5,2
le,7,1,5,2
chemin,7,1,5,2
aux,7,1,5,2
autres,7,1,5,2
Une,7,1,5,3
dizaine,7,1,5,3
à,7,1,5,3
peine,7,1,5,3
étaient,7,1,5,3
redescendus,7,1,5,3
Pierron,7,1,5,3
et,7,1,5,3
des,7,1,5,3
cafards,7,1,5,3
de,7,1,5,3
son,7,1,5,3
espèce,7,1,5,3
qu'on,7,1,5,3
regardait,7,1,5,3
partir,7,1,5,3
et,7,1,5,3
rentrer,7,1,5,3
d'un,7,1,5,3
air,7,1,5,3
sombre,7,1,5,3
sans,7,1,5,3
un,7,1,5,3
geste,7,1,5,3
ni,7,1,5,3
une,7,1,5,3
menace,7,1,5,3
Aussi,7,1,5,4
une,7,1,5,4
sourde,7,1,5,4
méfiance,7,1,5,4
accueillit-elle,7,1,5,4
l'affiche,7,1,5,4
collée,7,1,5,4
sur,7,1,5,4
l'église,7,1,5,4
On,7,1,5,5
ne,7,1,5,5
parlait,7,1,5,5
pas,7,1,5,5
des,7,1,5,5
livrets,7,1,5,5
rendus,7,1,5,5
là-dedans,7,1,5,5
est-ce,7,1,5,5
que,7,1,5,5
la,7,1,5,5
Compagnie,7,1,5,5
refusait,7,1,5,5
de,7,1,5,5
les,7,1,5,5
reprendre,7,1,5,5
et,7,1,5,6
la,7,1,5,6
peur,7,1,5,6
des,7,1,5,6
représailles,7,1,5,6
l'idée,7,1,5,6
fraternelle,7,1,5,6
de,7,1,5,6
protester,7,1,5,6
contre,7,1,5,6
le,7,1,5,6
renvoi,7,1,5,6
des,7,1,5,6
plus,7,1,5,6
compromis,7,1,5,6
les,7,1,5,6
faisaient,7,1,5,6
tous,7,1,5,6
s'entêter,7,1,5,6
encore,7,1,5,6
C'était,7,1,5,7
louche,7,1,5,7
il,7,1,5,7
fallait,7,1,5,7
voir,7,1,5,7
on,7,1,5,7
retournerait,7,1,5,7
au,7,1,5,7
puits,7,1,5,7
quand,7,1,5,7
ces,7,1,5,7
messieurs,7,1,5,7
voudraient,7,1,5,7
bien,7,1,5,7
s'expliquer,7,1,5,7
franchement,7,1,5,7
Un,7,1,5,8
silence,7,1,5,8
écrasait,7,1,5,8
les,7,1,5,8
maisons,7,1,5,8
basses,7,1,5,8
la,7,1,5,8
faim,7,1,5,8
elle-même,7,1,5,8
n'était,7,1,5,8
plus,7,1,5,8
rien,7,1,5,8
tous,7,1,5,8
pouvaient,7,1,5,8
mourir,7,1,5,8
depuis,7,1,5,8
que,7,1,5,8
la,7,1,5,8
mort,7,1,5,8
violente,7,1,5,8
avait,7,1,5,8
passé,7,1,5,8
sur,7,1,5,8
les,7,1,5,8
toits,7,1,5,8
Mais,7,1,6,1
une,7,1,6,1
maison,7,1,6,1
parmi,7,1,6,1
les,7,1,6,1
autres,7,1,6,1
celle,7,1,6,1
des,7,1,6,1
Maheu,7,1,6,1
restait,7,1,6,1
surtout,7,1,6,1
noire,7,1,6,1
et,7,1,6,1
muette,7,1,6,1
dans,7,1,6,1
l'accablement,7,1,6,1
de,7,1,6,1
son,7,1,6,1
deuil,7,1,6,1
Depuis,7,1,6,2
qu'elle,7,1,6,2
avait,7,1,6,2
accompagné,7,1,6,2
son,7,1,6,2
homme,7,1,6,2
au,7,1,6,2
cimetière,7,1,6,2
la,7,1,6,2
Maheude,7,1,6,2
ne,7,1,6,2
desserrait,7,1,6,2
pas,7,1,6,2
les,7,1,6,2
dents,7,1,6,2
Après,7,1,6,3
la,7,1,6,3
bataille,7,1,6,3
elle,7,1,6,3
avait,7,1,6,3
laissé,7,1,6,3
Etienne,7,1,6,3
ramener,7,1,6,3
chez,7,1,6,3
eux,7,1,6,3
Catherine,7,1,6,3
boueuse,7,1,6,3
à,7,1,6,3
demi,7,1,6,3
morte,7,1,6,3
et,7,1,6,3
comme,7,1,6,3
elle,7,1,6,3
la,7,1,6,3
déshabillait,7,1,6,3
devant,7,1,6,3
le,7,1,6,3
jeune,7,1,6,3
homme,7,1,6,3
pour,7,1,6,3
la,7,1,6,3
coucher,7,1,6,3
elle,7,1,6,3
s'était,7,1,6,3
imaginé,7,1,6,3
un,7,1,6,3
instant,7,1,6,3
que,7,1,6,3
sa,7,1,6,3
fille,7,1,6,3
elle,7,1,6,3
aussi,7,1,6,3
lui,7,1,6,3
revenait,7,1,6,3
avec,7,1,6,3
une,7,1,6,3
balle,7,1,6,3
au,7,1,6,3
ventre,7,1,6,3
car,7,1,6,3
la,7,1,6,3
chemise,7,1,6,3
avait,7,1,6,3
de,7,1,6,3
larges,7,1,6,3
taches,7,1,6,3
de,7,1,6,3
sang,7,1,6,3
Mais,7,1,6,4
elle,7,1,6,4
comprit,7,1,6,4
bientôt,7,1,6,4
c'était,7,1,6,4
le,7,1,6,4
flot,7,1,6,4
de,7,1,6,4
la,7,1,6,4
puberté,7,1,6,4
qui,7,1,6,4
crevait,7,1,6,4
enfin,7,1,6,4
dans,7,1,6,4
la,7,1,6,4
secousse,7,1,6,4
de,7,1,6,4
cette,7,1,6,4
journée,7,1,6,4
abominable,7,1,6,4
Ah,7,1,6,5
une,7,1,6,6
chance,7,1,6,6
encore,7,1,6,6
cette,7,1,6,6
blessure,7,1,6,6
un,7,1,6,7
beau,7,1,6,7
cadeau,7,1,6,7
de,7,1,6,7
pouvoir,7,1,6,7
faire,7,1,6,7
des,7,1,6,7
enfants,7,1,6,7
que,7,1,6,7
les,7,1,6,7
gendarmes,7,1,6,7
ensuite,7,1,6,7
égorgeraient,7,1,6,7
Et,7,1,6,8
elle,7,1,6,8
n'adressait,7,1,6,8
pas,7,1,6,8
la,7,1,6,8
parole,7,1,6,8
à,7,1,6,8
Catherine,7,1,6,8
pas,7,1,6,8
plus,7,1,6,8
d'ailleurs,7,1,6,8
qu'elle,7,1,6,8
ne,7,1,6,8
parlait,7,1,6,8
à,7,1,6,8
Etienne,7,1,6,8
Celui-ci,7,1,6,9
couchait,7,1,6,9
avec,7,1,6,9
Jeanlin,7,1,6,9
au,7,1,6,9
risque,7,1,6,9
d'être,7,1,6,9
arrêté,7,1,6,9
saisi,7,1,6,9
d'une,7,1,6,9
telle,7,1,6,9
répugnance,7,1,6,9
à,7,1,6,9
l'idée,7,1,6,9
de,7,1,6,9
retourner,7,1,6,9
dans,7,1,6,9
les,7,1,6,9
ténèbres,7,1,6,9
de,7,1,6,9
Réquillart,7,1,6,9
qu'il,7,1,6,9
préférait,7,1,6,9
la,7,1,6,9
prison,7,1,6,9
un,7,1,6,9
frisson,7,1,6,9
le,7,1,6,9
secouait,7,1,6,9
l'horreur,7,1,6,9
de,7,1,6,9
la,7,1,6,9
nuit,7,1,6,9
après,7,1,6,9
toutes,7,1,6,9
ces,7,1,6,9
morts,7,1,6,9
la,7,1,6,9
peur,7,1,6,9
inavouée,7,1,6,9
du,7,1,6,9
petit,7,1,6,9
soldat,7,1,6,9
qui,7,1,6,9
dormait,7,1,6,9
là-bas,7,1,6,9
sous,7,1,6,9
les,7,1,6,9
roches,7,1,6,9
D'ailleurs,7,1,6,10
il,7,1,6,10
rêvait,7,1,6,10
de,7,1,6,10
la,7,1,6,10
prison,7,1,6,10
comme,7,1,6,10
d'un,7,1,6,10
refuge,7,1,6,10
au,7,1,6,10
milieu,7,1,6,10
du,7,1,6,10
tourment,7,1,6,10
de,7,1,6,10
sa,7,1,6,10
défaite,7,1,6,10
mais,7,1,6,10
on,7,1,6,10
ne,7,1,6,10
l'inquiétait,7,1,6,10
même,7,1,6,10
pas,7,1,6,10
il,7,1,6,10
traînait,7,1,6,10
des,7,1,6,10
heures,7,1,6,10
misérables,7,1,6,10
ne,7,1,6,10
sachant,7,1,6,10
à,7,1,6,10
quoi,7,1,6,10
fatiguer,7,1,6,10
son,7,1,6,10
corps,7,1,6,10
Parfois,7,1,6,11
seulement,7,1,6,11
la,7,1,6,11
Maheude,7,1,6,11
les,7,1,6,11
regardait,7,1,6,11
tous,7,1,6,11
les,7,1,6,11
deux,7,1,6,11
lui,7,1,6,11
et,7,1,6,11
sa,7,1,6,11
fille,7,1,6,11
d'un,7,1,6,11
air,7,1,6,11
de,7,1,6,11
rancune,7,1,6,11
en,7,1,6,11
ayant,7,1,6,11
l'air,7,1,6,11
de,7,1,6,11
leur,7,1,6,11
demander,7,1,6,11
ce,7,1,6,11
qu'ils,7,1,6,11
faisaient,7,1,6,11
chez,7,1,6,11
elle,7,1,6,11
De,7,1,7,1
nouveau,7,1,7,1
on,7,1,7,1
ronflait,7,1,7,1
tous,7,1,7,1
en,7,1,7,1
tas,7,1,7,1
le,7,1,7,1
père,7,1,7,1
Bonnemort,7,1,7,1
occupait,7,1,7,1
l'ancien,7,1,7,1
lit,7,1,7,1
des,7,1,7,1
deux,7,1,7,1
mioches,7,1,7,1
qui,7,1,7,1
dormaient,7,1,7,1
avec,7,1,7,1
Catherine,7,1,7,1
maintenant,7,1,7,1
que,7,1,7,1
la,7,1,7,1
pauvre,7,1,7,1
Alzire,7,1,7,1
n'enfonçait,7,1,7,1
plus,7,1,7,1
sa,7,1,7,1
bosse,7,1,7,1
dans,7,1,7,1
les,7,1,7,1
côtes,7,1,7,1
de,7,1,7,1
sa,7,1,7,1
grande,7,1,7,1
soeur,7,1,7,1
C'était,7,1,7,2
en,7,1,7,2
se,7,1,7,2
couchant,7,1,7,2
que,7,1,7,2
la,7,1,7,2
mère,7,1,7,2
sentait,7,1,7,2
le,7,1,7,2
vide,7,1,7,2
de,7,1,7,2
la,7,1,7,2
maison,7,1,7,2
au,7,1,7,2
froid,7,1,7,2
de,7,1,7,2
son,7,1,7,2
lit,7,1,7,2
devenu,7,1,7,2
trop,7,1,7,2
large,7,1,7,2
Vainement,7,1,7,3
elle,7,1,7,3
prenait,7,1,7,3
Estelle,7,1,7,3
pour,7,1,7,3
combler,7,1,7,3
le,7,1,7,3
trou,7,1,7,3
ça,7,1,7,3
ne,7,1,7,3
remplaçait,7,1,7,3
pas,7,1,7,3
son,7,1,7,3
homme,7,1,7,3
et,7,1,7,3
elle,7,1,7,3
pleurait,7,1,7,3
sans,7,1,7,3
bruit,7,1,7,3
pendant,7,1,7,3
des,7,1,7,3
heures,7,1,7,3
Puis,7,1,7,4
les,7,1,7,4
journées,7,1,7,4
recommençaient,7,1,7,4
à,7,1,7,4
couler,7,1,7,4
comme,7,1,7,4
auparavant,7,1,7,4
toujours,7,1,7,4
pas,7,1,7,4
de,7,1,7,4
pain,7,1,7,4
sans,7,1,7,4
qu'on,7,1,7,4
eût,7,1,7,4
pourtant,7,1,7,4
la,7,1,7,4
chance,7,1,7,4
de,7,1,7,4
crever,7,1,7,4
une,7,1,7,4
bonne,7,1,7,4
fois,7,1,7,4
des,7,1,7,4
choses,7,1,7,4
ramassées,7,1,7,4
à,7,1,7,4
droite,7,1,7,4
et,7,1,7,4
à,7,1,7,4
gauche,7,1,7,4
qui,7,1,7,4
rendaient,7,1,7,4
aux,7,1,7,4
misérables,7,1,7,4
le,7,1,7,4
mauvais,7,1,7,4
service,7,1,7,4
de,7,1,7,4
les,7,1,7,4
faire,7,1,7,4
durer,7,1,7,4
Il,7,1,7,5
n'y,7,1,7,5
avait,7,1,7,5
rien,7,1,7,5
de,7,1,7,5
changé,7,1,7,5
dans,7,1,7,5
l'existence,7,1,7,5
il,7,1,7,5
n'y,7,1,7,5
avait,7,1,7,5
que,7,1,7,5
son,7,1,7,5
homme,7,1,7,5
de,7,1,7,5
moins,7,1,7,5
L'après-midi,7,1,8,1
du,7,1,8,1
cinquième,7,1,8,1
jour,7,1,8,1
Etienne,7,1,8,1
que,7,1,8,1
la,7,1,8,1
vue,7,1,8,1
de,7,1,8,1
cette,7,1,8,1
femme,7,1,8,1
silencieuse,7,1,8,1
désespérait,7,1,8,1
quitta,7,1,8,1
la,7,1,8,1
salle,7,1,8,1
et,7,1,8,1
marcha,7,1,8,1
lentement,7,1,8,1
le,7,1,8,1
long,7,1,8,1
de,7,1,8,1
la,7,1,8,1
rue,7,1,8,1
pavée,7,1,8,1
du,7,1,8,1
coron,7,1,8,1
L'inaction,7,1,8,2
qui,7,1,8,2
lui,7,1,8,2
pesait,7,1,8,2
le,7,1,8,2
poussait,7,1,8,2
à,7,1,8,2
de,7,1,8,2
continuelles,7,1,8,2
promenades,7,1,8,2
les,7,1,8,2
bras,7,1,8,2
ballants,7,1,8,2
la,7,1,8,2
tête,7,1,8,2
basse,7,1,8,2
torturé,7,1,8,2
par,7,1,8,2
la,7,1,8,2
même,7,1,8,2
pensée,7,1,8,2
Il,7,1,8,3
piétinait,7,1,8,3
ainsi,7,1,8,3
depuis,7,1,8,3
une,7,1,8,3
demi-heure,7,1,8,3
lorsqu'il,7,1,8,3
sentit,7,1,8,3
à,7,1,8,3
un,7,1,8,3
redoublement,7,1,8,3
de,7,1,8,3
son,7,1,8,3
malaise,7,1,8,3
que,7,1,8,3
les,7,1,8,3
camarades,7,1,8,3
se,7,1,8,3
mettaient,7,1,8,3
sur,7,1,8,3
les,7,1,8,3
portes,7,1,8,3
pour,7,1,8,3
le,7,1,8,3
voir,7,1,8,3
Le,7,1,8,4
peu,7,1,8,4
qui,7,1,8,4
restait,7,1,8,4
de,7,1,8,4
sa,7,1,8,4
popularité,7,1,8,4
s'en,7,1,8,4
était,7,1,8,4
allé,7,1,8,4
au,7,1,8,4
vent,7,1,8,4
de,7,1,8,4
la,7,1,8,4
fusillade,7,1,8,4
il,7,1,8,4
ne,7,1,8,4
passait,7,1,8,4
plus,7,1,8,4
sans,7,1,8,4
rencontrer,7,1,8,4
des,7,1,8,4
regards,7,1,8,4
dont,7,1,8,4
la,7,1,8,4
flamme,7,1,8,4
le,7,1,8,4
suivait,7,1,8,4
Quand,7,1,8,5
il,7,1,8,5
leva,7,1,8,5
la,7,1,8,5
tête,7,1,8,5
des,7,1,8,5
hommes,7,1,8,5
menaçants,7,1,8,5
étaient,7,1,8,5
là,7,1,8,5
des,7,1,8,5
femmes,7,1,8,5
écartaient,7,1,8,5
les,7,1,8,5
petits,7,1,8,5
rideaux,7,1,8,5
des,7,1,8,5
fenêtres,7,1,8,5
et,7,1,8,5
sous,7,1,8,5
l'accusation,7,1,8,5
muette,7,1,8,5
encore,7,1,8,5
sous,7,1,8,5
la,7,1,8,5
