Mots,Partie,Chapitre,Paragraphe,Phrase
eut,4,1,7,1
beau,4,1,7,1
lui,4,1,7,1
dire,4,1,7,1
que,4,1,7,1
le,4,1,7,1
déjeuner,4,1,7,1
serait,4,1,7,1
troublé,4,1,7,1
que,4,1,7,1
la,4,1,7,1
visite,4,1,7,1
à,4,1,7,1
Saint-Thomas,4,1,7,1
ne,4,1,7,1
pourrait,4,1,7,1
avoir,4,1,7,1
lieu,4,1,7,1
elle,4,1,7,2
trouvait,4,1,7,2
une,4,1,7,2
réponse,4,1,7,2
à,4,1,7,2
tout,4,1,7,2
pourquoi,4,1,7,2
perdre,4,1,7,2
un,4,1,7,2
déjeuner,4,1,7,2
déjà,4,1,7,2
sur,4,1,7,2
le,4,1,7,2
feu,4,1,7,2
et,4,1,7,3
quant,4,1,7,3
à,4,1,7,3
visiter,4,1,7,3
la,4,1,7,3
fosse,4,1,7,3
on,4,1,7,3
pouvait,4,1,7,3
y,4,1,7,3
renoncer,4,1,7,3
ensuite,4,1,7,3
si,4,1,7,3
cette,4,1,7,3
promenade,4,1,7,3
était,4,1,7,3
vraiment,4,1,7,3
imprudente,4,1,7,3
Du,4,1,8,1
reste,4,1,8,1
reprit-elle,4,1,8,1
lorsque,4,1,8,1
la,4,1,8,1
femme,4,1,8,1
de,4,1,8,1
chambre,4,1,8,1
fut,4,1,8,1
sortie,4,1,8,1
vous,4,1,8,1
savez,4,1,8,1
pourquoi,4,1,8,1
je,4,1,8,1
tiens,4,1,8,1
à,4,1,8,1
recevoir,4,1,8,1
ces,4,1,8,1
braves,4,1,8,1
gens,4,1,8,1
Ce,4,1,8,2
mariage,4,1,8,2
devrait,4,1,8,2
vous,4,1,8,2
toucher,4,1,8,2
plus,4,1,8,2
que,4,1,8,2
les,4,1,8,2
bêtises,4,1,8,2
de,4,1,8,2
vos,4,1,8,2
ouvriers,4,1,8,2
Enfin,4,1,8,2
je,4,1,8,2
le,4,1,8,2
veux,4,1,8,2
ne,4,1,8,2
me,4,1,8,2
contrariez,4,1,8,2
pas,4,1,8,2
Il,4,1,9,1
la,4,1,9,1
regarda,4,1,9,1
agité,4,1,9,1
d'un,4,1,9,1
léger,4,1,9,1
tremblement,4,1,9,1
et,4,1,9,1
son,4,1,9,1
visage,4,1,9,1
dur,4,1,9,1
et,4,1,9,1
fermé,4,1,9,1
d'homme,4,1,9,1
de,4,1,9,1
discipline,4,1,9,1
exprima,4,1,9,1
la,4,1,9,1
secrète,4,1,9,1
douleur,4,1,9,1
d'un,4,1,9,1
coeur,4,1,9,1
meurtri,4,1,9,1
Elle,4,1,9,2
était,4,1,9,2
restée,4,1,9,2
les,4,1,9,2
épaules,4,1,9,2
nues,4,1,9,2
déjà,4,1,9,2
trop,4,1,9,2
mûre,4,1,9,2
mais,4,1,9,2
éclatante,4,1,9,2
et,4,1,9,2
désirable,4,1,9,2
encore,4,1,9,2
avec,4,1,9,2
sa,4,1,9,2
carrure,4,1,9,2
de,4,1,9,2
Cérès,4,1,9,2
dorée,4,1,9,2
par,4,1,9,2
l'automne,4,1,9,2
Un,4,1,9,3
instant,4,1,9,3
il,4,1,9,3
dut,4,1,9,3
avoir,4,1,9,3
le,4,1,9,3
désir,4,1,9,3
brutal,4,1,9,3
de,4,1,9,3
la,4,1,9,3
prendre,4,1,9,3
de,4,1,9,3
rouler,4,1,9,3
sa,4,1,9,3
tête,4,1,9,3
entre,4,1,9,3
les,4,1,9,3
deux,4,1,9,3
seins,4,1,9,3
qu'elle,4,1,9,3
étalait,4,1,9,3
dans,4,1,9,3
cette,4,1,9,3
pièce,4,1,9,3
tiède,4,1,9,3
d'un,4,1,9,3
luxe,4,1,9,3
intime,4,1,9,3
de,4,1,9,3
femme,4,1,9,3
sensuelle,4,1,9,3
et,4,1,9,3
où,4,1,9,3
traînait,4,1,9,3
un,4,1,9,3
parfum,4,1,9,3
irritant,4,1,9,3
de,4,1,9,3
musc,4,1,9,3
mais,4,1,9,3
il,4,1,9,3
se,4,1,9,3
recula,4,1,9,3
depuis,4,1,9,3
dix,4,1,9,3
années,4,1,9,3
le,4,1,9,3
ménage,4,1,9,3
faisait,4,1,9,3
chambre,4,1,9,3
à,4,1,9,3
part,4,1,9,3
C'est,4,1,10,1
bon,4,1,10,1
dit-il,4,1,10,1
en,4,1,10,1
la,4,1,10,1
quittant,4,1,10,1
Ne,4,1,10,2
décommandons,4,1,10,2
rien,4,1,10,2
M.Hennebeau,4,1,11,1
était,4,1,11,1
né,4,1,11,1
dans,4,1,11,1
les,4,1,11,1
Ardennes,4,1,11,1
Il,4,1,11,2
avait,4,1,11,2
eu,4,1,11,2
les,4,1,11,2
commencements,4,1,11,2
difficiles,4,1,11,2
d'un,4,1,11,2
garçon,4,1,11,2
pauvre,4,1,11,2
jeté,4,1,11,2
orphelin,4,1,11,2
sur,4,1,11,2
le,4,1,11,2
pavé,4,1,11,2
de,4,1,11,2
Paris,4,1,11,2
Après,4,1,12,1
avoir,4,1,12,1
suivi,4,1,12,1
péniblement,4,1,12,1
des,4,1,12,1
cours,4,1,12,1
de,4,1,12,1
l'Ecole,4,1,12,1
des,4,1,12,1
mines,4,1,12,1
il,4,1,12,1
était,4,1,12,1
à,4,1,12,1
vingt-quatre,4,1,12,1
ans,4,1,12,1
parti,4,1,12,1
pour,4,1,12,1
la,4,1,12,1
Grand-Combe,4,1,12,1
comme,4,1,12,1
ingénieur,4,1,12,1
du,4,1,12,1
puits,4,1,12,1
Sainte-Barbe,4,1,12,1
Trois,4,1,12,2
ans,4,1,12,2
plus,4,1,12,2
tard,4,1,12,2
il,4,1,12,2
devint,4,1,12,2
ingénieur,4,1,12,2
divisionnaire,4,1,12,2
dans,4,1,12,2
le,4,1,12,2
Pas-de-Calais,4,1,12,2
aux,4,1,12,2
fosses,4,1,12,2
de,4,1,12,2
Marles,4,1,12,2
et,4,1,12,2
ce,4,1,12,2
fut,4,1,12,2
là,4,1,12,2
qu'il,4,1,12,2
se,4,1,12,2
maria,4,1,12,2
épousant,4,1,12,2
par,4,1,12,2
un,4,1,12,2
de,4,1,12,2
ces,4,1,12,2
coups,4,1,12,2
de,4,1,12,2
fortune,4,1,12,2
qui,4,1,12,2
sont,4,1,12,2
la,4,1,12,2
règle,4,1,12,2
pour,4,1,12,2
le,4,1,12,2
corps,4,1,12,2
des,4,1,12,2
mines,4,1,12,2
la,4,1,12,2
fille,4,1,12,2
d'un,4,1,12,2
riche,4,1,12,2
filateur,4,1,12,2
d'Arras,4,1,12,2
Pendant,4,1,12,3
quinze,4,1,12,3
années,4,1,12,3
le,4,1,12,3
ménage,4,1,12,3
habita,4,1,12,3
la,4,1,12,3
même,4,1,12,3
petite,4,1,12,3
ville,4,1,12,3
de,4,1,12,3
province,4,1,12,3
sans,4,1,12,3
qu'un,4,1,12,3
événement,4,1,12,3
rompît,4,1,12,3
la,4,1,12,3
monotonie,4,1,12,3
de,4,1,12,3
son,4,1,12,3
existence,4,1,12,3
pas,4,1,12,3
même,4,1,12,3
la,4,1,12,3
naissance,4,1,12,3
d'un,4,1,12,3
enfant,4,1,12,3
Une,4,1,12,4
irritation,4,1,12,4
croissante,4,1,12,4
détachait,4,1,12,4
Mme,4,1,12,4
Hennebeau,4,1,12,4
élevée,4,1,12,4
dans,4,1,12,4
le,4,1,12,4
respect,4,1,12,4
de,4,1,12,4
l'argent,4,1,12,4
dédaigneuse,4,1,12,4
de,4,1,12,4
ce,4,1,12,4
mari,4,1,12,4
qui,4,1,12,4
gagnait,4,1,12,4
durement,4,1,12,4
des,4,1,12,4
appointements,4,1,12,4
médiocres,4,1,12,4
et,4,1,12,4
dont,4,1,12,4
elle,4,1,12,4
ne,4,1,12,4
tirait,4,1,12,4
aucune,4,1,12,4
des,4,1,12,4
satisfactions,4,1,12,4
vaniteuses,4,1,12,4
rêvées,4,1,12,4
en,4,1,12,4
pension,4,1,12,4
Lui,4,1,12,5
d'une,4,1,12,5
honnêteté,4,1,12,5
stricte,4,1,12,5
ne,4,1,12,5
spéculait,4,1,12,5
point,4,1,12,5
se,4,1,12,5
tenait,4,1,12,5
à,4,1,12,5
son,4,1,12,5
poste,4,1,12,5
en,4,1,12,5
soldat,4,1,12,5
Le,4,1,12,6
désaccord,4,1,12,6
n'avait,4,1,12,6
fait,4,1,12,6
que,4,1,12,6
grandir,4,1,12,6
aggravé,4,1,12,6
par,4,1,12,6
un,4,1,12,6
de,4,1,12,6
ces,4,1,12,6
singuliers,4,1,12,6
malentendus,4,1,12,6
de,4,1,12,6
la,4,1,12,6
chair,4,1,12,6
qui,4,1,12,6
glacent,4,1,12,6
les,4,1,12,6
plus,4,1,12,6
ardents,4,1,12,6
il,4,1,12,6
adorait,4,1,12,6
sa,4,1,12,6
femme,4,1,12,6
elle,4,1,12,6
était,4,1,12,6
d'une,4,1,12,6
sensualité,4,1,12,6
de,4,1,12,6
blonde,4,1,12,6
gourmande,4,1,12,6
et,4,1,12,6
déjà,4,1,12,6
ils,4,1,12,6
couchaient,4,1,12,6
à,4,1,12,6
part,4,1,12,6
mal,4,1,12,6
à,4,1,12,6
l'aise,4,1,12,6
tout,4,1,12,6
de,4,1,12,6
suite,4,1,12,6
blessés,4,1,12,6
Elle,4,1,12,7
eut,4,1,12,7
dès,4,1,12,7
lors,4,1,12,7
un,4,1,12,7
amant,4,1,12,7
qu'il,4,1,12,7
ignora,4,1,12,7
Enfin,4,1,12,8
il,4,1,12,8
quitta,4,1,12,8
le,4,1,12,8
Pas-de-Calais,4,1,12,8
pour,4,1,12,8
venir,4,1,12,8
occuper,4,1,12,8
à,4,1,12,8
Paris,4,1,12,8
une,4,1,12,8
situation,4,1,12,8
de,4,1,12,8
bureau,4,1,12,8
dans,4,1,12,8
l'idée,4,1,12,8
qu'elle,4,1,12,8
lui,4,1,12,8
en,4,1,12,8
serait,4,1,12,8
reconnaissante,4,1,12,8
Mais,4,1,12,9
Paris,4,1,12,9
devait,4,1,12,9
achever,4,1,12,9
la,4,1,12,9
séparation,4,1,12,9
ce,4,1,12,9
Paris,4,1,12,9
qu'elle,4,1,12,9
souhaitait,4,1,12,9
depuis,4,1,12,9
sa,4,1,12,9
première,4,1,12,9
poupée,4,1,12,9
et,4,1,12,9
où,4,1,12,9
elle,4,1,12,9
se,4,1,12,9
lava,4,1,12,9
en,4,1,12,9
huit,4,1,12,9
jours,4,1,12,9
de,4,1,12,9
sa,4,1,12,9
province,4,1,12,9
élégante,4,1,12,9
d'un,4,1,12,9
coup,4,1,12,9
jetée,4,1,12,9
à,4,1,12,9
toutes,4,1,12,9
les,4,1,12,9
folies,4,1,12,9
luxueuses,4,1,12,9
de,4,1,12,9
l'époque,4,1,12,9
Les,4,1,12,10
dix,4,1,12,10
ans,4,1,12,10
qu'elle,4,1,12,10
y,4,1,12,10
passa,4,1,12,10
furent,4,1,12,10
emplis,4,1,12,10
par,4,1,12,10
une,4,1,12,10
grande,4,1,12,10
passion,4,1,12,10
une,4,1,12,10
liaison,4,1,12,10
publique,4,1,12,10
avec,4,1,12,10
un,4,1,12,10
homme,4,1,12,10
dont,4,1,12,10
l'abandon,4,1,12,10
faillit,4,1,12,10
la,4,1,12,10
tuer,4,1,12,10
Cette,4,1,12,11
fois,4,1,12,11
le,4,1,12,11
mari,4,1,12,11
n'avait,4,1,12,11
pu,4,1,12,11
garder,4,1,12,11
son,4,1,12,11
ignorance,4,1,12,11
et,4,1,12,11
il,4,1,12,11
se,4,1,12,11
résigna,4,1,12,11
à,4,1,12,11
la,4,1,12,11
suite,4,1,12,11
de,4,1,12,11
scènes,4,1,12,11
abominables,4,1,12,11
désarmé,4,1,12,11
devant,4,1,12,11
la,4,1,12,11
tranquille,4,1,12,11
inconscience,4,1,12,11
de,4,1,12,11
cette,4,1,12,11
femme,4,1,12,11
qui,4,1,12,11
prenait,4,1,12,11
son,4,1,12,11
bonheur,4,1,12,11
où,4,1,12,11
elle,4,1,12,11
le,4,1,12,11
trouvait,4,1,12,11
C'était,4,1,12,12
après,4,1,12,12
la,4,1,12,12
rupture,4,1,12,12
lorsqu'il,4,1,12,12
l'avait,4,1,12,12
vue,4,1,12,12
malade,4,1,12,12
de,4,1,12,12
chagrin,4,1,12,12
qu'il,4,1,12,12
avait,4,1,12,12
accepté,4,1,12,12
la,4,1,12,12
direction,4,1,12,12
des,4,1,12,12
mines,4,1,12,12
de,4,1,12,12
Montsou,4,1,12,12
espérant,4,1,12,12
encore,4,1,12,12
la,4,1,12,12
corriger,4,1,12,12
là-bas,4,1,12,12
dans,4,1,12,12
ce,4,1,12,12
désert,4,1,12,12
des,4,1,12,12
pays,4,1,12,12
noirs,4,1,12,12
Les,4,1,13,1
Hennebeau,4,1,13,1
depuis,4,1,13,1
qu'ils,4,1,13,1
habitaient,4,1,13,1
Montsou,4,1,13,1
retournaient,4,1,13,1
à,4,1,13,1
l'ennui,4,1,13,1
irrité,4,1,13,1
des,4,1,13,1
premiers,4,1,13,1
temps,4,1,13,1
de,4,1,13,1
leur,4,1,13,1
mariage,4,1,13,1
D'abord,4,1,13,2
elle,4,1,13,2
parut,4,1,13,2
soulagée,4,1,13,2
par,4,1,13,2
ce,4,1,13,2
grand,4,1,13,2
calme,4,1,13,2
goûtant,4,1,13,2
un,4,1,13,2
apaisement,4,1,13,2
dans,4,1,13,2
la,4,1,13,2
monotonie,4,1,13,2
plate,4,1,13,2
de,4,1,13,2
l'immense,4,1,13,2
plaine,4,1,13,2
et,4,1,13,2
elle,4,1,13,2
s'enterrait,4,1,13,2
en,4,1,13,2
femme,4,1,13,2
finie,4,1,13,2
elle,4,1,13,2
affectait,4,1,13,2
d'avoir,4,1,13,2
le,4,1,13,2
coeur,4,1,13,2
mort,4,1,13,2
si,4,1,13,2
détachée,4,1,13,2
du,4,1,13,2
monde,4,1,13,2
qu'elle,4,1,13,2
ne,4,1,13,2
souffrait,4,1,13,2
même,4,1,13,2
plus,4,1,13,2
d'engraisser,4,1,13,2
Puis,4,1,13,3
sous,4,1,13,3
cette,4,1,13,3
indifférence,4,1,13,3
une,4,1,13,3
fièvre,4,1,13,3
dernière,4,1,13,3
se,4,1,13,3
déclara,4,1,13,3
un,4,1,13,3
besoin,4,1,13,3
de,4,1,13,3
vivre,4,1,13,3
encore,4,1,13,3
qu'elle,4,1,13,3
trompa,4,1,13,3
pendant,4,1,13,3
six,4,1,13,3
mois,4,1,13,3
en,4,1,13,3
organisant,4,1,13,3
et,4,1,13,3
en,4,1,13,3
meublant,4,1,13,3
à,4,1,13,3
son,4,1,13,3
goût,4,1,13,3
le,4,1,13,3
petit,4,1,13,3
hôtel,4,1,13,3
de,4,1,13,3
la,4,1,13,3
Direction,4,1,13,3
Elle,4,1,13,4
le,4,1,13,4
disait,4,1,13,4
affreux,4,1,13,4
elle,4,1,13,4
l'emplit,4,1,13,4
de,4,1,13,4
tapisseries,4,1,13,4
de,4,1,13,4
bibelots,4,1,13,4
de,4,1,13,4
tout,4,1,13,4
un,4,1,13,4
luxe,4,1,13,4
d'art,4,1,13,4
dont,4,1,13,4
on,4,1,13,4
parla,4,1,13,4
jusqu'à,4,1,13,4
Lille,4,1,13,4
Maintenant,4,1,13,5
le,4,1,13,5
pays,4,1,13,5
l'exaspérait,4,1,13,5
ces,4,1,13,5
bêtes,4,1,13,5
de,4,1,13,5
champs,4,1,13,5
étalés,4,1,13,5
à,4,1,13,5
l'infini,4,1,13,5
ces,4,1,13,5
éternelles,4,1,13,5
routes,4,1,13,5
noires,4,1,13,5
sans,4,1,13,5
un,4,1,13,5
arbre,4,1,13,5
où,4,1,13,5
grouillait,4,1,13,5
une,4,1,13,5
population,4,1,13,5
affreuse,4,1,13,5
qui,4,1,13,5
la,4,1,13,5
dégoûtait,4,1,13,5
et,4,1,13,5
l'effrayait,4,1,13,5
Les,4,1,13,6
plaintes,4,1,13,6
de,4,1,13,6
l'exil,4,1,13,6
commencèrent,4,1,13,6
elle,4,1,13,6
accusait,4,1,13,6
son,4,1,13,6
mari,4,1,13,6
de,4,1,13,6
l'avoir,4,1,13,6
sacrifiée,4,1,13,6
aux,4,1,13,6
appointements,4,1,13,6
de,4,1,13,6
quarante,4,1,13,6
mille,4,1,13,6
francs,4,1,13,6
qu'il,4,1,13,6
touchait,4,1,13,6
une,4,1,13,6
misère,4,1,13,6
à,4,1,13,6
peine,4,1,13,6
suffisante,4,1,13,6
pour,4,1,13,6
faire,4,1,13,6
marcher,4,1,13,6
la,4,1,13,6
maison,4,1,13,6
Est-ce,4,1,13,7
qu'il,4,1,13,7
n'aurait,4,1,13,7
pas,4,1,13,7
dû,4,1,13,7
imiter,4,1,13,7
les,4,1,13,7
autres,4,1,13,7
exiger,4,1,13,7
une,4,1,13,7
part,4,1,13,7
obtenir,4,1,13,7
des,4,1,13,7
actions,4,1,13,7
réussir,4,1,13,7
à,4,1,13,7
quelque,4,1,13,7
chose,4,1,13,7
enfin,4,1,13,7
et,4,1,13,8
elle,4,1,13,8
insistait,4,1,13,8
avec,4,1,13,8
une,4,1,13,8
cruauté,4,1,13,8
d'héritière,4,1,13,8
qui,4,1,13,8
avait,4,1,13,8
apporté,4,1,13,8
la,4,1,13,8
fortune,4,1,13,8
Lui,4,1,13,9
toujours,4,1,13,9
correct,4,1,13,9
se,4,1,13,9
réfugiant,4,1,13,9
dans,4,1,13,9
sa,4,1,13,9
froideur,4,1,13,9
menteuse,4,1,13,9
d'homme,4,1,13,9
administratif,4,1,13,9
était,4,1,13,9
ravagé,4,1,13,9
par,4,1,13,9
le,4,1,13,9
désir,4,1,13,9
de,4,1,13,9
cette,4,1,13,9
créature,4,1,13,9
un,4,1,13,9
de,4,1,13,9
ces,4,1,13,9
désirs,4,1,13,9
tardifs,4,1,13,9
si,4,1,13,9
violents,4,1,13,9
qui,4,1,13,9
croissent,4,1,13,9
avec,4,1,13,9
l'âge,4,1,13,9
Il,4,1,13,10
ne,4,1,13,10
l'avait,4,1,13,10
jamais,4,1,13,10
possédée,4,1,13,10
en,4,1,13,10
amant,4,1,13,10
il,4,1,13,10
était,4,1,13,10
hanté,4,1,13,10
d'une,4,1,13,10
continuelle,4,1,13,10
image,4,1,13,10
l'avoir,4,1,13,10
une,4,1,13,10
fois,4,1,13,10
à,4,1,13,10
